"ASV_id","warmed_fungi_gradient","warmed_fungi","cooled_fungi_gradient","cooled_fungi","High Control","Low Control","Mid Control","Genus","Family","Class","Order","Phylum"
62,-0.273281383419592,-0.195354738362683,0.210116399894144,0.417515106793503,2.31,NA,NA,"Aureobasidium","Aureobasidiaceae","Dothideomycetes","Dothideales","Ascomycota"
193,-0.234427733888577,-0.0637011529417661,0.209756122820093,0.256451934527035,4,NA,NA,NA,"Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
329,-0.150217611083123,-0.123021460455746,0.209127447610683,0.285752368523278,3.61,3.93,2.48,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
637,-0.106283141130466,-0.00776476330355543,0.203112160248977,-0.106326334539059,3.97,NA,NA,"Thanatephorus","Ceratobasidiaceae","Agaricomycetes","Cantharellales","Basidiomycota"
411,-0.207954321306106,-0.0835345715307838,0.202878844945741,0.286984622152136,4.14,4.07,4.4,NA,"Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
530,-0.0832887183267493,0.121792261328444,0.202614846112757,0.476868487982269,2.96,2.55,2.95,"Udeniozyma","Chrysozymaceae","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Basidiomycota"
263,-0.208614705608384,-0.283386980653695,0.20244072040541,0.271679591979364,4.31,2.48,2.48,"Crocicreas","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
634,-0.0765755049698796,0.0740694403087431,0.20169834622911,0.384453739145044,2.83,NA,4.92,NA,NA,"Agaricomycetes",NA,"Basidiomycota"
404,-0.255883051761996,-0.122312727647557,0.199832615283949,0.331990268311391,2.56,NA,2.47,NA,"Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
464,-0.301660137960743,-0.200930791497653,0.199816283366441,0.419996694311252,6.17,NA,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
474,-0.158575312325774,-0.0625701304348296,0.199436587158741,0.118822670438221,4.31,4.17,3.6,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
452,-0.269316275115045,-0.132212327194426,0.198194142722198,-0.148188424975498,5.54,1.79,NA,NA,NA,NA,NA,NA
59,0.0192527269465286,0.17978200764399,0.196533422418581,0.398131480335856,2.11,2.44,2.27,"Leuconeurospora","Pseudeurotiaceae","Leotiomycetes","Thelebolales","Ascomycota"
585,-0.148377587285863,-0.201786174366536,0.196479528351432,0.229748184664327,4.59,2.14,NA,NA,NA,NA,NA,NA
516,-0.197267237665115,-0.134251175082534,0.194569324867228,0.214944330003676,4.39,NA,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
209,-0.191303272551498,0.00261812047994032,0.193007637028035,0.190289990783507,4.96,NA,2.3,NA,"Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
5,-0.0461331724292715,0.170111888547517,0.190018612370138,0.33806499868858,2.89,NA,5.17,NA,"Orbiliaceae","Orbiliomycetes","Orbiliales","Ascomycota"
127,-0.299270304636744,-0.227116196549677,0.189497861226581,0.169323248951456,5.44,NA,4.57,NA,"Sebacinaceae","Agaricomycetes","Sebacinales","Basidiomycota"
666,-0.257774024872916,-0.403437918658803,0.188388982392263,0.0121802956822442,4.7,3.91,4.04,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
426,-0.214744209951611,0.0163031136586724,0.186615009625061,0.224853743028296,1.99,2.81,2.23,"Paraphoma","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
215,-0.220701489821324,-0.183168690929026,0.186290675630929,0.0265342910321497,3.13,4.52,3.3,"Cistella","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
81,-0.118826644747169,-0.129785116138937,0.186105850196124,0.108992810467716,3.76,1.1,NA,NA,NA,NA,NA,"Ascomycota"
660,-0.0778410959285756,0.0333278742985579,0.182431892995847,0.414698289035924,3.99,3.64,5.43,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
337,-0.211441295662773,-0.120850409753212,0.181499381930665,-0.148188424975498,3.28,3.47,NA,"Knufia","Trichomeriaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
212,-0.292258100858125,-0.259199752354557,0.177726797105047,-0.0151689584811023,5.26,NA,NA,"Leohumicola","Helotiales_fam_Incertae_sedis","Leotiomycetes","Helotiales","Ascomycota"
357,0.114847680469524,0.3297360547041,0.172418594871048,0.540588750554377,NA,NA,2.56,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
435,-0.205327277210736,-0.215999976971693,0.17174856016416,0.186623716802772,2.89,2.54,NA,NA,NA,NA,NA,"Ascomycota"
108,-0.0769114321690076,-0.0561678439163334,0.171711529581389,0.0796951763714719,2.98,3.19,NA,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
470,-0.272273702740768,-0.42318726671691,0.170715025789911,0.258440359445608,5.36,3.45,2.71,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
140,-0.131056147855407,-0.0106846350563277,0.169841773884222,0.316325180428543,3.34,2.55,3.59,"Minimedusa","Cantharellales_fam_Incertae_sedis","Agaricomycetes","Cantharellales","Basidiomycota"
593,-0.271167955849653,-0.139707510446814,0.169677428197846,0.294138218957999,3.97,NA,NA,NA,"Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
397,-0.0165917603727329,0.171951736568875,0.165833691791885,0.264660425598251,3.71,0.69,2.58,"Rhizophagus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
248,-0.214026490017912,0.0293567974791694,0.165500813057057,0.132739363072416,3.5,4.76,2.85,"Apodus","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
15,-0.198134287895727,-0.239852133258578,0.165050330673097,0.116294483192394,4.42,NA,3.71,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
313,-0.146453781668474,0.0207542565307899,0.162614204926031,0.0538931115578595,3.83,2.71,1.79,"Pectenia","Pannariaceae","Lecanoromycetes","Peltigerales","Ascomycota"
566,0.0436803412111089,0.0845496684642427,0.16215550597624,0.355162314003268,4.43,1.79,NA,NA,NA,"Orbiliomycetes","GS33","Ascomycota"
415,-0.0272477625736722,0.192079213605044,0.160714579964301,0.441188623586926,3.49,NA,2.81,"Didymella","Didymellaceae","Dothideomycetes","Pleosporales","Ascomycota"
21,-0.388400658068686,-0.362917342415147,0.160026196948373,0.172945234448162,3.01,1.39,NA,"Amphosoma","Orbiliaceae","Orbiliomycetes","Orbiliales","Ascomycota"
84,-0.238115085049082,-0.306677348022939,0.159924917865974,0.0362470020982154,5.16,3.89,2.2,"Phaeosphaeria","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
449,-0.173491015489517,-0.0148662887298265,0.159150817504105,0.08971580420924,4.69,NA,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
461,-0.219401104049417,-0.160688640477945,0.156029994039281,0.24119560895118,3.43,NA,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
30,0.0326208996678791,0.268165233897375,0.155899792491052,0.280535329351758,3.34,3.15,4.4,NA,NA,"Sordariomycetes","Coniochaetales","Ascomycota"
71,-0.0790674173029526,-0.019487779552909,0.154295891558408,0.144258272798136,2.73,4.04,NA,NA,NA,"Sordariomycetes","Sordariales","Ascomycota"
564,-0.0671983539142576,-0.00279257116370145,0.153325885486323,0.286641224291711,3.69,NA,2.48,"Glomus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
234,-0.27379888518875,-0.243741726151165,0.15261057615737,0.00507792173809253,4.53,2.44,1.61,"Podospora","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
294,-0.104017022994991,0.132384146983451,0.147596865651241,0.220065738248328,NA,NA,4.63,"Penicillium","Aspergillaceae","Eurotiomycetes","Eurotiales","Ascomycota"
373,0.145884942365442,0.181139843563726,0.144218758357605,0.199099462883286,2.54,3.14,2.87,"Paramyrothecium","Stachybotryaceae","Sordariomycetes","Hypocreales","Ascomycota"
31,0.0294950139418637,0.18184888918646,0.143384062544136,0.311746480312651,NA,3.33,4.48,NA,NA,"Sordariomycetes","Coniochaetales","Ascomycota"
167,-0.0107337610526343,0.19707170397677,0.14324807186092,0.205818032241777,2.83,3.46,3.42,"Chaetosphaeronema","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
349,-0.0108974216642737,0.201356108418739,0.140961323334421,0.625407700723664,4.04,4,4.06,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
247,-0.154018323245707,-0.174031324446639,0.140639208515688,0.247609728882788,4.32,4.31,1.1,"Apodus","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
617,-0.113170770273047,-0.230866555250114,0.137391906354998,0.212849204973378,5.95,3.4,5.66,NA,"Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
89,-0.238378452197286,-0.173661108970334,0.136955639413593,0.239978806139748,3.33,4.93,NA,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
7,-0.217600868657779,-0.168692231714604,0.136361659178542,-0.148188424975498,5.05,3.14,NA,NA,NA,NA,NA,NA
304,-0.017167781806992,0.228532915494325,0.134904545554791,0.236664460982279,3.56,2.73,4.57,NA,"Extremaceae","Dothideomycetes","Capnodiales","Ascomycota"
518,-0.053037025345148,0.101454312787285,0.134113395468719,0.100833505071219,1.39,NA,3.53,NA,NA,"Sordariomycetes","Hypocreales","Ascomycota"
27,-0.0597706265556428,0.126732521527724,0.13200598783957,NA,3.22,NA,3.43,"Paraglomus","Paraglomeraceae","Paraglomeromycetes","Paraglomerales","Glomeromycota"
10,-0.147654792316443,-0.0334795706329127,0.131715473485799,0.210179454815232,2.95,4.03,2.56,NA,NA,NA,NA,NA
259,-0.0902295753397887,-0.0682474566556678,0.131585061790505,0.0913378044818836,3.08,1.94,2.86,NA,NA,NA,NA,"Ascomycota"
203,-0.308660700564982,-0.120843421382766,0.130421770318738,0.323564063433068,4.58,NA,4.7,"Fontanospora","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
17,0.0760463661899477,0.191032671831433,0.129932735836357,0.193081497908666,3.22,4.31,3.58,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
512,-0.150074490596055,-0.0833641831169463,0.12989013114694,0.206562696734841,3.21,NA,NA,"Scutellospora","Gigasporaceae","Glomeromycetes","Gigasporales","Glomeromycota"
668,-0.0395033523647023,0.00536866509049712,0.129344562243012,0.442325787223768,NA,NA,2.71,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
472,-0.154009222615922,-0.179552754360852,0.128016718253621,0.155133953770215,3.66,NA,6.5,"Hemimycena","Tricholomataceae","Agaricomycetes","Agaricales","Basidiomycota"
348,0.0973560384117967,0.330619040742641,0.127402466209837,0.366749076658704,NA,NA,NA,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
367,-0.00143081592937517,NA,0.124404547824919,0.223165421104262,NA,NA,3.38,NA,NA,"Sordariomycetes","Hypocreales","Ascomycota"
113,0.0455372916328057,0.29311565578252,0.122702619196148,0.155133953770216,NA,NA,3.16,"Venturia","Venturiaceae","Dothideomycetes","Venturiales","Ascomycota"
309,-0.0909255299585607,NA,0.120746085064967,0.274415132748424,NA,NA,4.57,"Penicillium","Aspergillaceae","Eurotiomycetes","Eurotiales","Ascomycota"
680,0.0330943060518777,0.226291881078509,0.120229263726524,0.276010687906396,NA,NA,NA,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
645,-0.179674183522039,-0.218155709832232,0.119070930481133,0.184734432685816,3.92,4.46,2.71,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
620,-0.099471791278812,-0.199921343645979,0.117810532509619,0.0860554133316022,4.04,3.91,5.61,NA,"Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
24,-0.0163315641605824,-0.119327398882093,0.117450576188207,-0.094522795841904,2.98,3.02,3.37,"Paraglomus","Paraglomeraceae","Paraglomeromycetes","Paraglomerales","Glomeromycota"
79,-0.147097427669595,-0.0771682648385608,0.116961206826261,0.118454984319207,4.42,2.94,NA,NA,NA,NA,NA,"Ascomycota"
324,0.0208870182760473,0.057033740281933,0.114820491189052,0.0835010568473266,6.27,4.98,3.95,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
165,-0.149099546819997,-0.131035570846864,0.113504725382159,0.133647752625912,5.14,NA,NA,"Alternaria","Pleosporaceae","Dothideomycetes","Pleosporales","Ascomycota"
334,-0.126121756898294,-0.234369896891796,0.110528899900775,-0.0589645049942868,4.86,4.67,4.82,"Knufia","Trichomeriaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
225,-0.127197869734259,-0.11014227135173,0.110049259179483,0.23690867034196,3.14,NA,NA,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
231,-0.0529354067664377,-0.15140597122288,0.106657238534878,0.323933124630118,3.4,3.97,2.83,"Lachnum","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
196,0.00746582112290861,0.0662041462931309,0.105984485949729,0.229926420340011,2.76,3.26,2.63,"Botrytis","Sclerotiniaceae","Leotiomycetes","Helotiales","Ascomycota"
73,-0.136611578991902,-0.204557802858455,0.10522574899006,-0.0863707790781688,3.03,2.29,2.83,NA,NA,"Sordariomycetes","Sordariales","Ascomycota"
199,-0.0229334895324103,0.115701435227519,0.103714752618354,0.0265137910513973,3.46,2.47,2.66,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
16,-0.0966392261905899,0.0880987116979982,0.103516811381426,-0.0511218525372881,3.5,NA,NA,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
269,0.0860180323214786,0.268699283807138,0.101002836448302,0.200531561197104,NA,NA,4.84,"Crocicreas","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
332,-0.20497435356512,-0.150665859687922,0.100702646880846,0.386200772175155,3.22,NA,3.61,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
521,-0.0267477787070229,0.0414402618259567,0.10028336441512,0.251521091398016,2.7,3.86,3.82,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
663,0.0464533255604752,0.318473653084515,0.0989489699065264,0.223470911888828,NA,NA,4.52,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
279,-0.0223506831055875,-0.117768317030144,0.0987715580676651,0.290193919756596,2.91,2.19,NA,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
381,-0.0398165535942641,-0.00978731811866449,0.0980982737106117,0.338094758822667,2.72,2.7,1.95,"Fusarium","Nectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
509,-0.0965780997886607,0.0381604857703927,0.0977950442417161,0.232721535152857,4.08,NA,3.61,"Dominikia","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
152,-0.0239654788915529,0.228116559423073,0.0967053548594271,0.431978362072066,NA,NA,3.09,"Venturia","Venturiaceae","Dothideomycetes","Venturiales","Ascomycota"
578,-0.210095341081294,-0.0974339347017197,0.0961968924595049,0.350997397403388,NA,NA,3.3,NA,NA,NA,NA,NA
495,-0.0353966829497252,-0.0415339640328289,0.0956185581869103,0.226932933872141,2.87,2.66,3.91,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
388,-0.124624799843221,-0.151747473445153,0.09115739222076,-0.0334654934427427,4.37,4.01,NA,"Dactylonectria","Nectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
352,-0.118806349827076,-0.0227561850101739,0.0906215012066973,0.22212596360744,5.14,4.47,4.59,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
443,-0.145040865699182,-0.0366138578407567,0.0897111478594125,0.124812745235138,3.82,1.78,NA,"Hygrocybe","Hygrophoraceae","Agaricomycetes","Agaricales","Basidiomycota"
576,-0.0549243768386981,-0.082558979299712,0.0876381000886518,-0.19732312372635,4.38,4.37,NA,"Clavulinopsis","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
109,0.0642425164046345,0.165792873843172,0.0853174367152443,0.363413821911281,4.21,3.21,4.36,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
401,-0.0880972348353964,-0.0594223192673323,0.0824594409664173,0.178155286309793,2.48,2.77,2.62,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
242,NA,NA,0.079893920962374,0.380949402908707,NA,NA,NA,"Podospora","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
600,-0.0670694189643366,0.0974172246408058,0.0796370422945819,0.105470574124177,NA,NA,1.84,"Pseudolophiotrema",NA,"Dothideomycetes","Pleosporales","Ascomycota"
322,-0.13441199490597,-0.330698388891588,0.078800680154707,0.0406431002986469,4.51,5.82,3.51,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
35,-0.12724249467318,-0.151892556722056,0.0765353317032035,-0.0425820428108483,1.79,5.76,2.72,"Cheilymenia","Pyronemataceae","Pezizomycetes","Pezizales","Ascomycota"
583,-0.0906689077322313,-0.00849816566129679,0.0760038966285575,0.246139490240265,3.24,2.89,3.47,NA,NA,NA,NA,NA
624,-0.0385900098146303,0.0758115934908625,0.075599153321743,-0.0308391293996067,5.09,4.65,NA,"Glomus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
580,-0.296677782168383,-0.274658558900227,0.0742640571456505,-0.0511218525372881,8.31,NA,NA,"Aphanobasidium","Pterulaceae","Agaricomycetes","Agaricales","Basidiomycota"
42,-0.112662164521587,0.0654382556621998,0.0730672564154016,-0.023884465135226,3.21,NA,NA,NA,"Pyronemataceae","Pezizomycetes","Pezizales","Ascomycota"
619,-0.313170164149442,-0.335881951267446,0.0727445122436157,0.00539059120730563,3.18,NA,NA,NA,"Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
418,-0.052486425955546,0.0865507122596587,0.0721540034692409,0.296504426488719,1.79,NA,2.56,"Ascochyta","Didymellaceae","Dothideomycetes","Pleosporales","Ascomycota"
280,-0.00468457333767504,0.0217891342052459,0.0718254810301684,0.291970032924697,NA,NA,3.74,"Rhizophagus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
549,0.0636009312301963,0.164248604035306,0.0711277010452332,0.369402831086192,1.99,2.19,2.25,"Apiotrichum","Trichosporonaceae","Tremellomycetes","Trichosporonales","Basidiomycota"
83,-0.162215709610205,-0.0739701818988906,0.0691678416235175,0.289343429124271,NA,NA,NA,"Phaeosphaeria","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
318,0.0598714345069129,-0.132910902785958,0.069000097212259,-0.301453786097817,4.44,2.51,NA,NA,"Geoglossaceae","Geoglossomycetes","Geoglossales","Ascomycota"
243,0.0563781204999094,0.232652931754537,0.0649305813252577,0.381450702834679,NA,2.4,3.93,"Podospora","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
217,0.0470491224979611,0.170403511791929,0.0645022082481244,0.0578358026462656,3,2.3,1.61,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
166,0.140976986870683,0.186653527919088,0.062256923355882,0.330476266622452,NA,3.1,3.01,"Alternaria","Pleosporaceae","Dothideomycetes","Pleosporales","Ascomycota"
360,-0.129898338463533,-0.277093719941302,0.0618380446084697,0.161180469726637,4.69,NA,6.18,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
206,-0.00957638739992552,0.104067653519027,0.0594963784550092,0.173016120585098,NA,NA,3.14,"Clarireedia","Sclerotiniaceae","Leotiomycetes","Helotiales","Ascomycota"
554,-0.129925125308231,-0.104180688205883,0.0592781534960981,0.0125955285863304,4.09,5.37,3.93,NA,NA,NA,NA,NA
377,0.0577863449170368,0.235872936540271,0.0588471374348242,-0.03543462981047,5.08,2.8,3.28,"Mariannaea","Nectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
181,-0.133102087191612,-0.176287441126253,0.0587390318898146,0.0989261618265499,3.9,3.73,2.68,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
669,0.0230323163066096,0.180193269468966,0.0579246168820413,0.14398038046869,3.69,3.09,3.4,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
422,-0.189273344735467,-0.0974339347017198,0.0554597904080792,0.276734487919501,NA,NA,NA,"Phoma","Didymellaceae","Dothideomycetes","Pleosporales","Ascomycota"
52,-0.138557797879231,-0.0984229736679632,0.0525845070322964,0.347990083987076,1.79,NA,NA,NA,NA,"Pucciniomycetes","Platygloeales","Basidiomycota"
246,-0.0457891870828887,0.174828628359123,0.0524883514767925,0.145543930185689,6.51,1.76,3.67,NA,"Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
129,-0.0763196419444049,-0.121156645820298,0.0492016288277794,0.153657180498651,3.76,4.26,NA,NA,NA,"Agaricomycetes","Sebacinales","Basidiomycota"
416,0.0147101479073483,0.112798212793644,0.0490487593227351,0.00993451426975229,5.76,4.87,4.38,NA,"Didymellaceae","Dothideomycetes","Pleosporales","Ascomycota"
13,-0.0894678738337141,0.0411577548021163,0.0488155596820697,0.259962875361351,3.26,NA,3.18,"Scutellospora","Gigasporaceae","Glomeromycetes","Gigasporales","Glomeromycota"
635,0.0654416653154725,0.247419966651897,0.0479689145467261,-0.032130043129785,NA,3.76,4.4,NA,NA,NA,NA,NA
560,-0.209935155099253,-0.14545633293941,0.0467737670461449,0.128934732301757,3.89,3.05,2.21,NA,NA,"Sordariomycetes","Xylariales","Ascomycota"
103,-0.0115312209112611,0.0705775038459592,0.0442408353470479,0.179759386513871,NA,NA,4.13,"Antennariella","Capnodiaceae","Dothideomycetes","Capnodiales","Ascomycota"
276,0.0589474872659742,0.108987387413496,0.0437247957516675,0.309650340608331,2.89,3.04,NA,NA,NA,"Dothideomycetes","Capnodiales","Ascomycota"
539,-0.00100928952044158,0.227481302332935,0.0434553197681591,0.243854537313279,6.09,6.05,5.69,"Solicoccozyma","Piskurozymaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
34,0.0985685487470088,0.184827304369873,0.0423130091731065,0.213568330222046,1.1,2.94,1.79,"Cryptodiscus","Stictidaceae","Lecanoromycetes","Ostropales","Ascomycota"
176,-0.0995437058255949,-0.0745940840475562,0.0412501101148317,0.109220853277948,4.51,5.74,3.7,"Gremmenia","Phacidiaceae","Leotiomycetes","Phacidiales","Ascomycota"
308,-0.00279086201122514,-0.2168254776933,0.0394120240223515,0.121414099440263,3.61,5.16,NA,"Penicillium","Aspergillaceae","Eurotiomycetes","Eurotiales","Ascomycota"
432,-0.0243001330527297,0.00790450901669017,0.0363223530013822,0.105047310924901,NA,2.25,4.3,"Myrmecridium","Myrmecridiaceae","Sordariomycetes","Myrmecridiales","Ascomycota"
542,-0.210649906939436,-0.059551692427708,0.0341135370350369,0.250855169241088,1.7,NA,2.71,NA,NA,NA,NA,"Basidiomycota"
398,0.0517437808960238,-0.0079316016325081,0.0319664997619302,0.0884526381802059,4.3,3.83,NA,"Rhizophagus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
682,0.0556754199805641,0.14908259397522,0.030357411823891,0.162965262145309,1.79,3.1,3.17,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
303,0.203868819904798,0.308015377865894,0.0286778027914948,0.213973512258072,NA,3.67,4.04,NA,"Extremaceae","Dothideomycetes","Capnodiales","Ascomycota"
106,0.0431778096039181,0.191721491466366,0.0265983043085774,0.106890650697593,2.67,2.8,2.44,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
473,0.0309726914029565,0.0968637726575248,0.0250326536476294,0.0554720858875064,2.89,3.32,1.1,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
204,-0.00943981236839569,0.197918348251952,0.0247116522912604,0.0337643011124774,4.77,5.03,5,"Clarireedia","Sclerotiniaceae","Leotiomycetes","Helotiales","Ascomycota"
157,0.140086553875717,0.124564966120046,0.0239981464635211,0.232412554809175,1.39,4.45,1.39,"Juncaceicola","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
232,0.132790153870949,0.0665950589335759,0.0185379692079349,0.117909853054221,2.22,4.06,3.5,"Albotricha","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
618,-0.0450372621704211,-0.174176260753259,0.0180447047811194,0.098016135504042,4.42,4.74,2.64,"Clavulinopsis","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
60,0.00300916949848916,-0.0967370206496645,0.0161412312743151,-0.0322156847249898,3.28,4.65,2.71,NA,"Thelebolaceae","Leotiomycetes","Thelebolales","Ascomycota"
101,-0.0180823803553739,0.0171138558894607,0.0151507714689969,0.258005296919331,NA,NA,NA,"Antennariella","Capnodiaceae","Dothideomycetes","Capnodiales","Ascomycota"
207,0.0476685902255257,-0.130307476910154,0.012929267635092,-0.0504602377429891,3.4,5.16,2.35,"Clarireedia","Sclerotiniaceae","Leotiomycetes","Helotiales","Ascomycota"
362,-0.0870143004594501,-0.0974339347017198,0.0122992986026988,0.0193952859655507,NA,NA,5.12,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
447,-0.179307296810861,-0.0807096798845775,0.0118029384852227,-0.0849106948672654,3.79,4.61,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
240,-0.0341756293211674,0.0217891342052458,0.0106066967114595,0.228193713807119,NA,NA,2.4,"Schizothecium","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
63,-0.0951269952749596,-0.122229914418737,0.00862968279134367,0.0948316267608764,2.77,4.17,3.71,"Alatospora","Leotiaceae","Leotiomycetes","Helotiales","Ascomycota"
517,-0.0559071514769112,0.0945411222282691,0.00860100125458941,0.342630848578066,NA,NA,NA,NA,NA,NA,NA,NA
545,-0.141189792027959,0.113912985518705,0.00811060809949943,0.221334780339444,NA,NA,2.08,"Slooffia","Chrysozymaceae","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Basidiomycota"
45,-0.0142328185259834,0.153306460438508,0.00688476076189242,0.120319364810327,2.36,2.57,1.57,NA,"Gigasporaceae","Glomeromycetes","Gigasporales","Glomeromycota"
538,0.0765567121644442,0.0857104707031763,0.0059014481268019,0.286825061926562,1.61,1.95,3.47,"Phenoliferia","Kriegeriaceae","Microbotryomycetes","Kriegeriales","Basidiomycota"
614,-0.0893946629758993,-0.00123104197855538,0.00554780780001916,-0.184956680994375,4.33,3.81,NA,NA,"Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
115,-0.0430637183307878,-0.0628179564023592,0.00402545307635261,0.0910204600401693,5.27,1.55,2.85,NA,"Sporormiaceae","Dothideomycetes","Pleosporales","Ascomycota"
410,-0.0271297775141967,0.0504703714661311,0.00395260357278635,0.0385642782684303,NA,2.89,4.51,"Herpotrichia","Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
537,0.0321975674291636,0.276885564281928,0.00380389038133514,0.190321510741451,NA,NA,4.91,"Solicoccozyma","Piskurozymaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
