"ASV_id","warmed_fungi_gradient","warmed_fungi","cooled_fungi_gradient","cooled_fungi","High Control","Low Control","Mid Control","Genus","Family","Class","Order","Phylum"
505,0.0660022373949535,0.00117424002169286,0.00373346866723213,-0.0769914767045873,2.72,3.17,NA,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
489,-0.0973493308997384,-0.0256125427157455,0.00346821383065586,-0.0330012796942039,3.54,3.53,4.5,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
677,-0.108571028571344,-0.0657150741560073,0.00265345839791851,0.300006161380141,2.56,3.82,3.45,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
562,-0.231643750645787,-0.216174094371185,0.00139910442368174,0.161089156936708,3.2,2.59,3.18,NA,"Amphisphaeriaceae","Sordariomycetes","Xylariales","Ascomycota"
482,-0.106892102251014,-0.0581627636957754,-0.000315332443370069,0.123955848225214,2.34,1.61,NA,"Septoria","Mycosphaerellaceae","Dothideomycetes","Capnodiales","Ascomycota"
491,0.174851454448463,0.336624576396656,-0.00109669086094495,-0.0725846754621306,1.61,3.37,3.03,"Cistella","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
506,0.077280898506148,0.132384146983451,-0.00137251066909526,0.222509690432673,NA,NA,3.58,"Glomus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
501,-0.0632803836250083,0.0739324433631781,-0.00141235170042823,0.302725291605371,NA,2.08,1.95,"Dominikia","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
586,-0.023876441840801,-0.0168893030537523,-0.00246164470105982,0.0176076207468714,3.13,3.09,3.33,NA,NA,"Eurotiomycetes",NA,"Ascomycota"
107,0.0365520452005143,0.337147335998097,-0.00286669252561418,-0.0374439995281307,3.04,NA,2.83,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
300,0.172859302177805,0.21521672723397,-0.00402685608809206,0.115460020772249,NA,2.48,3.06,NA,NA,"Eurotiomycetes","Chaetothyriales","Ascomycota"
3,0.0200206241185924,-0.048024357767377,-0.0060800080982836,0.0966922272143757,4.96,2.68,2.06,"Tausonia","Mrakiaceae","Tremellomycetes","Cystofilobasidiales","Basidiomycota"
302,0.00286660103084919,0.159120486946075,-0.00741367987817319,0.16367899026072,3.33,4.82,2.49,"Ramularia","Mycosphaerellaceae","Dothideomycetes","Capnodiales","Ascomycota"
244,-0.21101239489648,-0.0291471797549453,-0.00814565046430087,0.354282936748287,5.15,NA,2.82,"Schizothecium","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
662,-0.0751475596837266,-0.244578265767974,-0.0106062971867013,-0.0849606748241569,5.13,5.72,NA,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
326,0.10062403061484,0.172223230586768,-0.0108298324588226,0.0747665892242824,2.76,3.39,3.19,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
125,0.00486379763194986,-0.0716378905907175,-0.0117442989862079,0.390100457482369,3.04,2.72,2.01,"Vishniacozyma","Bulleribasidiaceae","Tremellomycetes","Tremellales","Basidiomycota"
484,0.108166677719177,0.182819794815439,-0.0123854091744564,0.084449484907497,2.92,3.43,4.14,NA,NA,NA,NA,NA
507,0.0494264019994535,0.123564977412756,-0.012564004719046,0.170850720387982,NA,NA,3.3,"Glomus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
459,0.0218424004308538,-0.277093719941302,-0.0127317832016872,-0.0740220823805296,5.84,4.67,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
487,0.0140335166826797,0.164111888748187,-0.0140190417627312,0.0362822293531274,NA,1.39,7.25,"Hemileucoglossum","Geoglossaceae","Geoglossomycetes","Geoglossales","Ascomycota"
205,0.1286418543395,0.132384146983451,-0.0163754985853346,-0.148188424975498,NA,6.36,8.42,"Clarireedia","Sclerotiniaceae","Leotiomycetes","Helotiales","Ascomycota"
456,0.012264793965183,0.0667482847784051,-0.0191330966265548,0.196203227232479,NA,5.6,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
128,0.117046372427819,0.231226761644189,-0.0198608654021484,0.13605198662776,NA,4.43,2.83,"Serendipita","Serendipitaceae","Agaricomycetes","Sebacinales","Basidiomycota"
678,0.0404774924267098,0.00651422426621531,-0.0248806439852305,0.201317342389209,4.77,5.11,4.93,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
297,0.00294109937006384,0.192746026783111,-0.0268873330030315,0.148618976552583,2.1,1.92,2.92,"Verticillium","Plectosphaerellaceae","Sordariomycetes","Glomerellales","Ascomycota"
563,0.0968448739171153,-0.0366704164329916,-0.0282150708642496,-0.157205009763966,3.02,3.15,NA,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
182,-0.0385048520870914,0.0217891342052458,-0.0321713497689764,0.254585392926618,NA,NA,NA,NA,"Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
486,-0.00158666032273461,-0.182586531912875,-0.0328683043874029,0.00319024396539743,3.81,3.47,3.12,NA,NA,NA,NA,NA
561,-0.163280769340098,-0.0102687696289668,-0.0345471717204592,0.120051416877667,4,3.04,NA,NA,NA,"Sordariomycetes","Xylariales","Ascomycota"
82,-0.181187603149558,-0.203178119758848,-0.0360016370319221,0.0154248570709152,3.41,2.09,NA,"Candida","Saccharomycetales_fam_Incertae_sedis","Saccharomycetes","Saccharomycetales","Ascomycota"
1,-0.127764418179305,-0.148048916252787,-0.0372467899338456,0.0701747549611536,3.79,3.21,1.79,"Mrakia","Mrakiaceae","Tremellomycetes","Cystofilobasidiales","Basidiomycota"
90,-0.0859031237830568,0.0380886177868977,-0.0412921164002385,0.155502864084582,NA,4.64,NA,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
211,-0.0089984161852889,0.173083855300836,-0.0413116199911604,0.225014673099877,6.73,4.19,4.55,"Leohumicola","Helotiales_fam_Incertae_sedis","Leotiomycetes","Helotiales","Ascomycota"
462,-0.0909255299585608,NA,-0.0413261630184936,0.190152543068335,NA,NA,2.48,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
536,0.0173342906979135,-0.0203440034794689,-0.0415469197585443,0.089401700508339,6.25,6.47,6.16,"Solicoccozyma","Piskurozymaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
424,0.044166317079832,-0.02837221219457,-0.0441205210906535,0.152955830886577,3.22,2.3,NA,"Darksidea","Lentitheciaceae","Dothideomycetes","Pleosporales","Ascomycota"
525,0.0973110975968058,0.171182591931089,-0.0444587692571098,-0.00676340508967756,4.23,3.3,2.71,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
66,0.012776374876278,0.108834809442815,-0.0460191972135389,-0.00617363957443288,4.14,2.8,3.92,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
383,0.000912028501261633,-0.130579092955933,-0.0464426077859493,0.0372427012151163,6.94,7.02,5.69,"Ilyonectria","Nectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
463,-0.0144350426036457,0.0119413433894035,-0.0470422360157441,-0.156347272685943,3.26,7.31,4.32,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
97,0.158260962778852,0.204796596989681,-0.0473495242983121,0.320880182177739,4.06,5.5,4.49,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
343,0.191219942542476,0.198258897781084,-0.0474533866121157,-0.145846501855884,2.47,3.7,3.61,"Metapochonia","Clavicipitaceae","Sordariomycetes","Hypocreales","Ascomycota"
122,0.154049636154315,0.0217891342052458,-0.0488530619335868,-0.170069521819722,NA,3.25,5.08,"Oculimacula","Dermateaceae","Leotiomycetes","Helotiales","Ascomycota"
241,0.116919565779632,0.297400218811411,-0.0488619251911131,0.186500671214653,3,3.66,3.74,"Podospora","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
358,-0.00187677177164811,NA,-0.0534962622985173,0.0837883299633229,NA,NA,5.21,"Laetinaevia","Dermateaceae","Leotiomycetes","Helotiales","Ascomycota"
92,0.00237628863569757,-0.107143018373468,-0.0536669610855618,0.0501171778861242,4.3,3.84,NA,NA,NA,NA,NA,"Ascomycota"
189,0.0396368684176611,0.155158203993271,-0.0557998394027954,0.15677286144106,NA,NA,NA,NA,NA,"Sordariomycetes",NA,"Ascomycota"
250,0.0581715284703255,0.17751031155256,-0.0561400086267315,0.17705714369248,NA,3.14,NA,"Apodus","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
500,-0.00588537074976375,0.0353104585997348,-0.0599128306835117,0.0287606168189425,2.56,3.75,2.73,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
371,-0.0372924876617054,0.116769461572353,-0.0621593340034817,0.0614854960294011,2.94,3.55,3.55,"Gliomastix","Bionectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
37,0.17325700453972,0.274616957578378,-0.0632303280793483,-0.0276331980368387,3.14,2.03,1.61,"Byssonectria","Pyronemataceae","Pezizomycetes","Pezizales","Ascomycota"
631,-0.0616344865726421,-0.245685355590829,-0.064217777648484,-0.212830751972725,9.48,2.31,NA,NA,"Ceratobasidiaceae","Agaricomycetes","Cantharellales","Basidiomycota"
74,0.0555472309160349,0.230541306729736,-0.0645396504644946,0.288992456115682,1.61,1.79,3.76,NA,NA,"Sordariomycetes","Sordariales","Ascomycota"
616,0.0388402524704228,-0.0597475234637743,-0.0679880300055753,0.151958208368026,NA,3.85,NA,"Clavulinopsis","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
293,0.124721349971738,0.261317582318622,-0.0692566736057674,0.107035410643629,2.13,3.99,4.98,"Penicillium","Aspergillaceae","Eurotiomycetes","Eurotiales","Ascomycota"
256,0.0327759606877344,0.1825901098393,-0.0696818364502545,0.117896506451148,NA,NA,NA,"Botryotrichum","Chaetomiaceae","Sordariomycetes","Sordariales","Ascomycota"
589,0.0624310225074442,0.254432470364717,-0.0701515560314639,0.044366720095876,NA,NA,NA,"Preussia","Sporormiaceae","Dothideomycetes","Pleosporales","Ascomycota"
553,0.0502348034231979,0.161689392045962,-0.0718102353792606,0.221162521886185,4.43,4.99,4.82,NA,NA,NA,NA,"Ascomycota"
493,0.212683970971744,0.220024839271221,-0.0740610527462954,0.0220396562149971,3.76,4.57,4.02,"Microdochium","Microdochiaceae","Sordariomycetes","Xylariales","Ascomycota"
408,-0.0524148465999626,0.153749096268395,-0.0746147432411409,0.126655524001601,NA,NA,3.89,NA,"Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
65,0.156224884148804,0.257284112803342,-0.0759364743424664,0.153516929917153,3,3.73,3.87,"Cladophialophora","Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
162,0.0379332373740868,-0.0394944115729941,-0.0765348666028996,-0.0314405269515172,2.85,3.51,3.23,"Cladosporium","Cladosporiaceae","Dothideomycetes","Capnodiales","Ascomycota"
577,-0.238422894554764,-0.0670110090652473,-0.0770054301383427,-0.00841116889017142,2.64,0.69,NA,NA,"Ceratobasidiaceae","Agaricomycetes","Cantharellales","Basidiomycota"
177,0.121203551955633,0.113366437048594,-0.0788938684480337,-0.0260044862110692,4.25,3.85,NA,"Gremmenia","Phacidiaceae","Leotiomycetes","Phacidiales","Ascomycota"
139,-0.138931450024951,-0.0701266272444378,-0.0815045666313882,0.050895678570375,3.04,3.5,2.37,"Minimedusa","Cantharellales_fam_Incertae_sedis","Agaricomycetes","Cantharellales","Basidiomycota"
379,0.240526269418827,0.26645715488158,-0.0843035279010319,0.146484655400674,2.56,2.6,3.03,"Monocillium","Hypocreaceae","Sordariomycetes","Hypocreales","Ascomycota"
48,0.0515188229062411,0.150347233762507,-0.0852552483291058,0.0898883161186804,3.87,3.45,3.03,"Paraleptosphaeria","Leptosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
147,NA,NA,-0.086546071350553,0.107633936341648,NA,NA,NA,NA,NA,"Agaricomycetes",NA,"Basidiomycota"
672,-0.12307096247123,-0.198745147105592,-0.0901384317377524,-0.048589361396094,3.69,3.72,NA,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
444,0.14381558901483,0.191903639309817,-0.090138563447558,0.0535150416962843,NA,3.01,4.84,"Hygrocybe","Hygrophoraceae","Agaricomycetes","Agaricales","Basidiomycota"
123,0.0521699087725823,-0.131173226849588,-0.0904292906126248,-0.0435746948781668,6.07,2.57,2.33,"Volucrispora","Helotiales_fam_Incertae_sedis","Leotiomycetes","Helotiales","Ascomycota"
642,0.17081795622566,0.0479133574278585,-0.0910096703715484,0.0705855061751589,2.99,3,3.91,"Clavaria","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
441,-0.0420488182754803,-0.130829178551431,-0.0927742796651195,-0.19638454678161,2.98,4.02,NA,"Cadophora","Helotiales_fam_Incertae_sedis","Leotiomycetes","Helotiales","Ascomycota"
100,0.0784240380512666,0.0383180001981271,-0.094376210086223,0.0849683475281774,2.75,2.33,1.96,"Pseudeurotium","Pseudeurotiaceae","Leotiomycetes","Thelebolales","Ascomycota"
684,0.149990570712274,0.102055723379827,-0.0947698847834591,-0.0499869779848247,2.77,3.58,2.83,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
99,0.120854601416139,0.1631508560592,-0.0948864927650844,0.297910740722598,6.9,4.48,3.64,NA,NA,NA,NA,"Ascomycota"
477,0.22581739706555,0.222508122848625,-0.096069382762616,0.0340656940605288,NA,2.93,3.9,NA,NA,"Agaricomycetes","Polyporales","Basidiomycota"
218,NA,NA,-0.0977741385668127,0.220329154921133,NA,NA,NA,"Cistella","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
287,0.1133420788526,0.209517786482783,-0.0979853820135729,0.0080909461542099,4.5,2.99,2.53,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
11,-0.0706812181779707,-0.038104920783499,-0.0996758626488249,0.0378886053065602,4.65,5.89,3.66,NA,NA,NA,NA,NA
330,0.205391191743691,NA,-0.0998214054421149,0.0602008919562227,NA,3.88,NA,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
23,-0.0728146580790652,-0.182586531912875,-0.100659573806321,-0.069773497120756,3.91,4.08,NA,"Paraglomus","Paraglomeraceae","Paraglomeromycetes","Paraglomerales","Glomeromycota"
43,0.147099371884126,0.339121093426784,-0.102354039189804,-0.00467675861925428,NA,NA,NA,"Paraglomus","Paraglomeraceae","Paraglomeromycetes","Paraglomerales","Glomeromycota"
673,-0.0192196542233672,0.0430431932041614,-0.103809892527732,0.00931633882049794,NA,NA,NA,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
174,0.151774076996439,0.0800264220806336,-0.104787695878985,-0.109377262619715,2.33,4.21,NA,"Gremmenia","Phacidiaceae","Leotiomycetes","Phacidiales","Ascomycota"
638,0.199993127606241,0.129485823773611,-0.105602143716261,0.0917587235053625,2.56,3.79,NA,"Clavaria","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
119,0.0543914838759538,0.218171490714511,-0.105742740484508,0.138263319879186,2.08,1.87,3.73,"Hyaloscypha","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
608,0.282285028604873,NA,-0.106229894391229,0.32827491334859,NA,4.03,1.39,"Athelopsis","Atheliaceae","Agaricomycetes","Atheliales","Basidiomycota"
626,0.138179418935092,0.103937783522326,-0.10828438139821,0.0307399752905885,1.63,3.12,2.48,"Glomus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
153,0.0772504322672676,-0.0923995531033742,-0.109048029653225,0.167877237152813,3.82,3.83,2.88,"Venturia","Venturiaceae","Dothideomycetes","Venturiales","Ascomycota"
675,0.083461638010097,-0.0547924745584624,-0.109303415165678,-0.0312544624719968,1.95,3.58,2.69,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
508,0.0653881801946086,0.0608713131668258,-0.110057423645079,0.156250528449954,5.65,4.06,4.79,"Dominikia","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
650,0.00988858727058394,-0.0153123094750448,-0.111122441128021,-0.0348361088109286,3.36,3.55,3.38,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
143,0.109448745627338,0.174550367328688,-0.112156719623683,0.037196189773463,3.82,4.65,3.42,"Naganishia","Filobasidiaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
391,0.155131682181818,0.26426404472621,-0.112571526077358,-0.0158572674813961,NA,4.25,NA,"Metarhizium","Clavicipitaceae","Sordariomycetes","Hypocreales","Ascomycota"
344,0.0535796470576221,0.151370024048215,-0.112708733166313,0.0635064353615633,NA,NA,NA,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
335,0.0585469322153839,0.151159879245407,-0.113039219412424,-0.00633237219298732,NA,4.92,NA,"Knufia","Trichomeriaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
132,0.215352462503022,0.302581928585834,-0.115662884826952,0.047118717776973,3.23,4.61,3.69,"Naganishia","Filobasidiaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
399,-0.101957600956838,-0.0149165562980727,-0.116233533965518,-0.00309797901633813,2.83,NA,2.43,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
513,-0.0843494731705411,-0.0353214820252067,-0.116581788368185,0.0455319945949808,NA,3.47,2.2,"Scutellospora","Gigasporaceae","Glomeromycetes","Gigasporales","Glomeromycota"
423,0.237115099405013,0.352503704151246,-0.116847345705018,-0.0536073009937346,NA,3.31,3.83,"Ascochyta","Didymellaceae","Dothideomycetes","Pleosporales","Ascomycota"
26,-0.00704746746583291,-0.0271317984223138,-0.117661576984106,0.173118021944157,NA,3.95,4.3,"Paraglomus","Paraglomeraceae","Paraglomeromycetes","Paraglomerales","Glomeromycota"
670,0.218356701977236,0.236494211781918,-0.118952200158609,0.0422455460769493,NA,6.28,4.3,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
283,0.101348792582555,0.0736442941755675,-0.120253909772313,-0.0631874527403884,NA,3.31,3.24,"Articulospora","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
643,0.149354614302947,0.335970121172672,-0.120408471377464,0.089127731567912,NA,NA,NA,"Lophiostoma","Lophiostomataceae","Dothideomycetes","Pleosporales","Ascomycota"
664,-0.0055191331776323,0.0662668312719744,-0.121049441470414,-0.0746080083614618,4.26,3.71,4.06,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
202,0.105213429753865,0.28298973999065,-0.12252896090381,-0.0071655860509952,5.09,4.61,4.45,"Fontanospora","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
22,0.0362491185009819,0.163371550042708,-0.12312376877133,0.0997354057704227,2.08,1.39,1.98,NA,"Gigasporaceae","Glomeromycetes","Gigasporales","Glomeromycota"
661,-0.00123800765354477,-0.118138488213815,-0.123202865144069,-0.161857844837836,3.74,4.01,2.89,"Mortierella","Mortierellaceae","Mortierellomycetes","Mortierellales","Mortierellomycota"
540,0.0999662405965978,0.193891558831263,-0.123510127623904,-0.0367020694029727,NA,4.65,NA,"Solicoccozyma","Piskurozymaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
245,-0.0482599681197183,-0.122472317032734,-0.123890442457199,-0.0439171011246989,4.74,5.24,NA,"Cercophora","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
236,0.183199591538061,0.335828594726477,-0.124443878979908,0.0615757990991341,NA,NA,NA,NA,"Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
54,0.107895562533322,0.260347116885529,-0.125316245267896,0.00393116391302455,NA,1.95,2.58,"Cryptosporiopsis","Dermateaceae","Leotiomycetes","Helotiales","Ascomycota"
413,0.0026703789085752,0.0462638004555282,-0.126504519850851,-0.112677418486737,3.62,4.69,3.47,"Petrakia","Melanommataceae","Dothideomycetes","Pleosporales","Ascomycota"
265,0.29724048883214,NA,-0.127446125574528,0.0440650426507672,NA,3.09,NA,"Crocicreas","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
534,0.140961204910536,0.325115871070052,-0.13002636632585,0.023633196377283,5.72,6.05,5.67,"Solicoccozyma","Piskurozymaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
151,0.207601994113897,0.223734325974194,-0.130927703250433,-0.116372341397488,3,3.81,3.04,"Venturia","Venturiaceae","Dothideomycetes","Venturiales","Ascomycota"
142,0.117068545210599,0.203756000824491,-0.13180480960239,0.0811516233428592,3.28,2.91,2.56,"Naganishia","Filobasidiaceae","Tremellomycetes","Filobasidiales","Basidiomycota"
321,0.130034637552904,-0.112802661747603,-0.131871176463649,-0.0161441916170444,4.53,5.11,6.57,NA,"Herpotrichiellaceae","Eurotiomycetes","Chaetothyriales","Ascomycota"
510,0.0202897127589946,0.169202575223142,-0.133566545180419,0.0305250454943271,NA,NA,NA,NA,NA,"Dothideomycetes","Pleosporales","Ascomycota"
374,0.130132964531924,0.101765491299966,-0.135687864433814,0.176547985794777,2.69,2.65,2.54,"Trichoderma","Hypocreaceae","Sordariomycetes","Hypocreales","Ascomycota"
465,0.0427385862234106,0.0629360178273428,-0.136105444052989,0.0903398993967686,NA,7.04,3.85,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
345,0.123265226027864,NA,-0.137102045388345,-0.00996545150358004,NA,5.64,6.45,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
615,-0.0884749186653033,-0.105853368926183,-0.137682096985185,0.00846236339781732,NA,3.67,NA,"Clavulinopsis","Clavariaceae","Agaricomycetes","Agaricales","Basidiomycota"
251,0.0961152644605197,0.234565620626337,-0.137973558171662,0.0653077831911296,NA,2.54,3.26,"Chaetomium","Chaetomiaceae","Sordariomycetes","Sordariales","Ascomycota"
33,0.18395212375923,0.373659754944157,-0.13849229760962,0.0276572313263915,NA,2.6,2.42,NA,"Coniochaetaceae","Sordariomycetes","Coniochaetales","Ascomycota"
171,0.117079288240991,0.0217891342052458,-0.138725397216283,-0.00862205106664583,NA,3.7,3.66,NA,NA,"Leotiomycetes","Helotiales","Ascomycota"
121,0.240049058880655,0.238717722019791,-0.138788281796623,0.155257422628241,2.2,3,1.1,"Vishniacozyma","Bulleribasidiaceae","Tremellomycetes","Tremellales","Basidiomycota"
9,0.0406974263923371,-0.0784599237666851,-0.140145681320764,0.0484345360408774,1.39,3.16,1.61,"Archaeospora","Archaeosporaceae","Archaeosporomycetes","Archaeosporales","Glomeromycota"
541,0.127235458834748,0.325321230357492,-0.140880706126025,-0.0420608031343828,4.84,5.3,4.74,"Holtermanniella","Holtermanniales_fam_Incertae_sedis","Tremellomycetes","Holtermanniales","Basidiomycota"
270,-0.243110904920597,-0.161308993511826,-0.14278322330229,0.0955866519337334,1.1,2.77,NA,"Comoclathris","Pleosporaceae","Dothideomycetes","Pleosporales","Ascomycota"
224,0.160618062385398,-0.0916814630525196,-0.143482418129309,-0.0583561807354852,2.92,5.1,7.08,"Lachnum","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
511,0.099625251483126,0.188346615639685,-0.144728552853043,0.095311615531696,NA,2.48,NA,NA,NA,NA,NA,NA
229,0.27966898882336,0.308747876774629,-0.14548857864589,-0.0950183034449259,2.2,3.32,4.2,"Lachnum","Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
311,0.212724020562309,0.382804443468782,-0.145602864043505,0.145079421650763,3.2,3.66,3.86,"Pectenia","Pannariaceae","Lecanoromycetes","Peltigerales","Ascomycota"
291,-0.031031489346986,0.0217891342052459,-0.148080384775742,0.063129261871103,NA,NA,1.1,"Laburnicola","Didymosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
353,0.114404641199535,0.0622203283211838,-0.149038821177257,0.00682711508932028,5.16,5.79,4.49,"Tetracladium","Helotiaceae","Leotiomycetes","Helotiales","Ascomycota"
50,0.25982857313043,0.307099993079417,-0.149366400291853,0.124178477809599,1.39,3.55,3.53,"Rachicladosporium","Cladosporiaceae","Dothideomycetes","Capnodiales","Ascomycota"
428,0.113902380529109,0.181443416147719,-0.15182478817788,0.152847188066481,1.84,3.31,NA,"Paraphoma","Phaeosphaeriaceae","Dothideomycetes","Pleosporales","Ascomycota"
271,0.121794614766179,-0.0610890310158845,-0.152002570960239,-0.00372230838728215,2.3,2.78,NA,"Comoclathris","Pleosporaceae","Dothideomycetes","Pleosporales","Ascomycota"
237,0.322618793162616,0.378643703478173,-0.156207937964428,-0.011362226956758,2.57,3.88,3.45,NA,"Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
284,0.154173402345552,0.198930882537605,-0.157486347293383,-0.157516156799394,2.64,2.47,2.3,"Cephalotrichum","Microascaceae","Sordariomycetes","Microascales","Ascomycota"
402,0.29724048883214,NA,-0.157737541114917,-0.0299688475996283,NA,4.3,NA,"Rhizophagus","Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
130,0.0888065057048282,0.0935356911668592,-0.158392140150509,0.0699513811791776,NA,1.59,NA,"Clitopilus","Entolomataceae","Agaricomycetes","Agaricales","Basidiomycota"
448,-0.099828869058135,-0.090819455045014,-0.161396101033154,-0.148188424975498,NA,5.12,NA,"Archaeorhizomyces","Archaeorhizomycetaceae","Archaeorhizomycetes","Archaeorhizomycetales","Ascomycota"
690,0.0396605685730965,0.0430627996446855,-0.161785500423715,0.12450611442038,NA,3.07,3.89,"Tubulicium","Hydnodontaceae","Agaricomycetes","Trechisporales","Basidiomycota"
111,0.289063131933473,-0.062925867287294,-0.161913496375492,-0.118217974937384,3.22,3.39,4.26,NA,NA,NA,NA,NA
39,0.210022579938559,NA,-0.164437970931435,-0.0957269883904363,NA,5.43,5.48,NA,"Hyaloscyphaceae","Leotiomycetes","Helotiales","Ascomycota"
253,0.0441384423694316,0.118289448784306,-0.164536198321925,-0.0126274566838927,NA,NA,NA,"Myceliophthora","Chaetomiaceae","Sordariomycetes","Sordariales","Ascomycota"
366,0.118716930517297,0.0229604816992529,-0.165170591945706,-0.0246693248410246,4.13,1.78,NA,"Neonectria","Nectriaceae","Sordariomycetes","Hypocreales","Ascomycota"
91,0.192306024640612,0.292019871536215,-0.167882131223541,-0.0701381767683922,NA,3.44,2.94,"Pulvinata","Loramycetaceae","Leotiomycetes","Helotiales","Ascomycota"
126,0.0715917286222001,0.212447555990672,-0.171273396549662,0.0209024541376185,NA,1.39,1.39,NA,"Glomeraceae","Glomeromycetes","Glomerales","Glomeromycota"
588,0.300625518942106,0.389183705519672,-0.171544262549186,0.290712303703679,3.5,3.43,2.57,"Sporormiella","Sporormiaceae","Dothideomycetes","Pleosporales","Ascomycota"
249,0.123820496388831,NA,-0.171770792294866,-0.0462904281748122,NA,2.77,NA,"Apodus","Lasiosphaeriaceae","Sordariomycetes","Sordariales","Ascomycota"
630,0.198720578245434,0.132384146983451,-0.173396377459939,-0.104417672003607,NA,3,3.27,NA,"Ceratobasidiaceae","Agaricomycetes","Cantharellales","Basidiomycota"
