"ASV_id","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria","High Control","Low Control","Mid Control","Genus","Family","Phylum","Class","Order"
"752",-0.16,-0.01,0.31,-0.06,4.74,4.61,4.45,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1596",-0.16,-0.01,0.31,-0.21,3.72,NA,4.18,"Pseudonocardia","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1571",-0.38,-0.23,0.3,-0.26,3.81,3.46,3.64,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"94",-0.36,-0.34,0.3,-0.14,3.61,NA,NA,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"456",-0.33,-0.17,0.3,-0.31,4.05,3,4.28,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"837",-0.25,-0.18,0.3,0.03,4.39,4.17,4.33,"Ellin6055","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"369",-0.32,-0.21,0.3,-0.29,3.2,NA,3.04,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"591",-0.28,-0.24,0.3,0.11,3.44,2.77,3.09,NA,NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1524",-0.4,-0.38,0.3,-0.24,3.86,NA,NA,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1547",-0.54,-0.46,0.3,-0.29,3.3,NA,3.37,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1427",-0.28,-0.23,0.3,-0.05,4.56,NA,4.7,"Piscinibacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1063",-0.08,0.17,0.3,-0.09,4.32,3.78,4.52,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"889",-0.35,-0.31,0.3,-0.16,3.11,2.99,3.1,NA,NA,"Proteobacteria","Alphaproteobacteria",NA
"1507",-0.25,0,0.3,-0.16,3.58,3.72,4.18,"Actinocorallia","Thermomonosporaceae","Actinobacteria","Actinobacteria","Streptosporangiales"
"70",-0.33,-0.16,0.3,-0.08,3.24,NA,3.34,"Phaselicystis","Phaselicystidaceae","Myxococcota","Polyangia","Polyangiales"
"285",-0.26,-0.15,0.3,-0.16,3.37,3.09,NA,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"1587",-0.26,-0.25,0.3,0.13,4.41,NA,NA,"Mycobacterium","Mycobacteriaceae","Actinobacteria","Actinobacteria","Corynebacteriales"
"597",-0.47,-0.38,0.3,-0.4,4.82,3.56,3.84,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"1143",-0.15,0.02,0.3,-0.18,2.96,2.65,2.33,NA,"Gimesiaceae","Planctomycetota","Planctomycetes","Planctomycetales"
"287",-0.4,-0.3,0.29,-0.16,4.01,3.4,NA,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"290",-0.11,0.16,0.29,-0.18,3.57,3.22,3.57,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"257",-0.24,-0.15,0.29,NA,4.75,NA,NA,"Opitutus","Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"1128",-0.21,-0.12,0.29,NA,3.71,NA,NA,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"631",-0.27,-0.17,0.29,-0.24,4.19,NA,4.7,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"57",-0.36,-0.32,0.29,-0.19,4.28,NA,3.55,NA,NA,"Methylomirabilota","Methylomirabilia","Rokubacteriales"
"778",-0.35,-0.28,0.29,-0.42,5.12,4.64,4.73,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"463",-0.17,-0.05,0.29,-0.03,3.45,3.14,3.09,"Candidatus Xiphinematobacter","Xiphinematobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"194",-0.38,-0.29,0.29,-0.1,4.07,2.43,4.07,NA,"Mitochondria","Proteobacteria","Alphaproteobacteria","Rickettsiales"
"1299",-0.15,-0.08,0.29,-0.14,3.11,NA,3.36,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1076",-0.42,-0.33,0.29,-0.37,5.26,4.43,4.47,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"493",-0.26,-0.08,0.29,0.01,4.31,4.64,4.3,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1100",-0.4,-0.4,0.29,-0.28,3.78,3.31,4.1,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"671",-0.06,-0.02,0.29,-0.14,3.45,3.22,3.28,"Acidisoma","Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"1068",-0.28,-0.23,0.29,NA,3.77,NA,NA,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"225",-0.21,-0.19,0.28,0.2,3.53,3.56,3.53,NA,NA,"Actinobacteria","MB-A2-108",NA
"1127",-0.19,0.06,0.28,-0.26,3.49,3.62,4.06,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"72",-0.38,-0.35,0.28,-0.23,3.85,3.6,3.69,"Phaselicystis","Phaselicystidaceae","Myxococcota","Polyangia","Polyangiales"
"398",0,0.18,0.28,-0.03,3.15,2.71,3.16,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"9",-0.46,-0.47,0.28,-0.17,3.23,2.57,2.83,NA,NA,"Latescibacterota",NA,NA
"1301",-0.33,-0.34,0.28,-0.17,3.45,3.11,3.15,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"191",-0.36,-0.29,0.28,-0.25,3.39,3.23,2.94,NA,NA,"RCP2-54",NA,NA
"1653",-0.35,-0.21,0.28,-0.43,3.97,3.33,3.78,NA,NA,"Chloroflexi","Gitt-GS-136",NA
"122",-0.13,-0.09,0.28,-0.15,3.1,2.61,3.07,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"704",-0.34,-0.24,0.28,-0.2,3.6,3.15,3.64,"Labrys","Labraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1188",-0.18,-0.02,0.28,-0.2,2.83,NA,3.7,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1371",-0.34,-0.23,0.28,-0.15,3.5,2.77,2.86,"JG30a-KF-32","Ktedonobacteraceae","Chloroflexi","Ktedonobacteria","Ktedonobacterales"
"1167",-0.51,-0.51,0.28,-0.2,3.73,3.83,3.64,"Bryobacter","Bryobacteraceae","Acidobacteria","Acidobacteriae","Bryobacterales"
"797",-0.11,-0.12,0.28,NA,3.83,NA,NA,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1107",-0.2,-0.17,0.28,-0.27,4.31,3.72,4.49,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"447",-0.3,-0.19,0.27,-0.23,2.9,2.08,2.93,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"406",-0.1,0.04,0.27,-0.15,3.76,NA,3.25,"Ellin517","Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"77",-0.16,-0.19,0.27,NA,3.43,NA,4.17,NA,"BIrii41","Myxococcota","Polyangia","Polyangiales"
"1086",-0.12,-0.02,0.27,NA,3.91,NA,4.04,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"604",-0.02,0.19,0.27,-0.19,3.65,2.97,3.72,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"119",-0.05,0.09,0.27,-0.08,3.44,NA,NA,"Zavarzinella","Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"622",-0.31,-0.32,0.27,-0.27,3.72,2.89,3.35,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1416",-0.39,-0.31,0.27,0.02,3.26,NA,4.33,"Kribbella","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"1067",-0.08,0.06,0.27,-0.01,4.38,4.31,4.95,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"333",-0.26,-0.18,0.27,-0.24,3.53,NA,NA,NA,NA,"RCP2-54",NA,NA
"307",-0.4,-0.27,0.27,-0.3,4,NA,4.74,NA,"Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"24",-0.21,-0.13,0.27,-0.19,2.88,2.6,2.98,NA,NA,"Actinobacteria","Acidimicrobiia","Microtrichales"
"1450",-0.14,0,0.27,-0.06,4.02,4.23,4.2,"Noviherbaspirillum","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1535",-0.35,-0.24,0.27,-0.2,3.81,2.81,3.31,"IS-44","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"628",-0.19,-0.13,0.27,-0.2,4.15,3.96,4.45,"Rhodoplanes","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"43",-0.29,-0.24,0.27,0.09,4.61,NA,NA,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1017",-0.19,-0.09,0.27,-0.16,3.93,NA,4.42,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"999",-0.1,0.02,0.27,-0.25,3.18,NA,3.81,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"730",-0.07,0.04,0.27,-0.16,4.1,4.16,3.97,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"1425",-0.14,0.02,0.26,-0.24,4.34,3.87,4.16,"Rhizobacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1465",-0.45,-0.41,0.26,-0.09,4.24,NA,NA,NA,"Microbacteriaceae","Actinobacteria","Actinobacteria","Micrococcales"
"981",-0.23,0.03,0.26,-0.43,4.97,4.7,5.16,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1043",-0.21,-0.19,0.26,0.06,3.98,NA,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"567",-0.08,0.12,0.26,-0.28,3.84,3.34,3.92,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1505",-0.03,0.06,0.26,-0.09,3.02,NA,3.35,"Crossiella","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1554",-0.39,-0.23,0.26,-0.25,3.18,NA,3.05,"Ellin6067","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1550",0,0.16,0.26,-0.17,3.45,2.96,3.69,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"416",-0.39,-0.47,0.26,-0.18,3.89,3.18,3.78,"ADurb.Bin063-1","Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"518",-0.04,0.12,0.26,NA,3.99,NA,4.48,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"193",-0.41,-0.33,0.26,-0.35,4.31,3.4,3.53,NA,NA,"RCP2-54",NA,NA
"539",-0.1,-0.01,0.26,-0.21,3.11,2.76,3.32,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1036",-0.31,-0.21,0.26,-0.3,4.33,3.69,4.57,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"675",-0.06,0.12,0.26,-0.28,3.62,3.26,3.72,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"270",-0.21,-0.17,0.26,NA,3.66,NA,NA,NA,"Roseiflexaceae","Chloroflexi","Chloroflexia","Chloroflexales"
"1647",-0.48,-0.41,0.25,-0.36,3.9,2.28,3.08,NA,"Microscillaceae","Bacteroidota","Bacteroidia","Cytophagales"
"1108",-0.2,-0.15,0.25,-0.1,5.39,4.69,5.15,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"726",-0.28,-0.15,0.25,-0.31,3.27,2.71,3.81,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"375",-0.18,-0.02,0.25,-0.18,3.46,3.48,3.56,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1614",-0.12,0,0.25,0.14,3.14,NA,3.44,"Nocardioides","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"525",-0.17,-0.12,0.25,-0.3,5.81,5.15,5.29,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1568",-0.26,-0.19,0.25,-0.16,2.81,NA,3.75,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"515",0.03,0.15,0.25,NA,3.64,NA,4.42,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"581",-0.25,-0.33,0.25,-0.25,4.74,NA,2.77,NA,NA,"Planctomycetota","Planctomycetes","Planctomycetales"
"1368",-0.41,-0.26,0.25,-0.37,3.7,2.87,3.42,NA,NA,"Chloroflexi","AD3",NA
"583",-0.32,-0.16,0.25,-0.28,3.6,2.83,3.83,NA,NA,"Planctomycetota","Planctomycetes","Planctomycetales"
"1179",-0.29,-0.12,0.25,-0.37,4.28,4.23,4.39,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"145",-0.29,-0.36,0.25,NA,3.44,NA,3.66,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1351",-0.35,-0.22,0.25,-0.21,3.77,4.11,4.23,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"444",-0.3,-0.28,0.25,-0.11,3.95,3.14,4.03,NA,"Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"571",-0.02,0.07,0.25,-0.2,3.26,NA,3.4,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"593",-0.34,-0.15,0.25,-0.37,4.4,3.76,4.13,NA,"URHD0088","Proteobacteria","Alphaproteobacteria","Elsterales"
"1657",-0.38,-0.3,0.25,-0.23,4.34,3.77,4.65,NA,NA,"Chloroflexi","KD4-96",NA
"693",-0.19,-0.12,0.25,-0.13,3.84,3.04,3.14,"Phenylobacterium","Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"372",-0.18,-0.04,0.25,-0.5,3.33,3.67,3.48,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"158",-0.08,0,0.24,-0.23,2.38,3.61,3.44,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"774",-0.24,-0.1,0.24,-0.29,3.32,2.85,3.1,"Pirellula","Pirellulaceae","Planctomycetota","Planctomycetes","Pirellulales"
"472",-0.23,-0.15,0.24,-0.16,4.71,NA,4.19,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"558",-0.21,-0.16,0.24,-0.14,3.41,3.04,3.45,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"137",-0.16,-0.08,0.24,-0.08,3.61,NA,3.4,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"602",-0.28,-0.28,0.24,-0.2,3.75,3.51,3.83,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"658",-0.29,-0.07,0.24,-0.44,4.75,4.15,4.85,"Afipia","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"306",-0.13,-0.06,0.24,-0.16,3.52,3.88,3.82,NA,"Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"763",-0.18,-0.09,0.24,-0.08,4.09,NA,3.99,"Rhodanobacter","Rhodanobacteraceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"126",-0.17,-0.04,0.24,-0.15,3.3,NA,3.33,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"479",-0.22,-0.1,0.24,-0.21,3.57,NA,4.19,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"776",-0.11,-0.14,0.24,0.02,3.11,3.5,3.06,"Acidipila","Acidobacteriaceae (Subgroup 1)","Acidobacteria","Acidobacteriae","Acidobacteriales"
"33",-0.08,0.14,0.24,-0.2,4.19,4.01,4.56,"Pseudonocardia","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"714",-0.21,-0.14,0.24,-0.19,3.59,3.81,4.12,"Methylocapsa","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1061",-0.15,0.02,0.24,-0.05,3.76,NA,3.96,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"732",-0.35,-0.31,0.24,-0.32,3.71,3.4,3.29,NA,"KF-JG30-B3","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"245",-0.21,-0.01,0.24,-0.32,2.34,2.72,3.04,NA,NA,"Actinobacteria","MB-A2-108",NA
"429",-0.26,-0.1,0.24,-0.37,6.4,5.96,6.3,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1274",-0.07,-0.01,0.23,-0.11,4.18,4.19,4.52,NA,"Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1065",-0.26,-0.19,0.23,-0.23,4.37,NA,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1559",-0.32,-0.26,0.23,-0.26,4.41,NA,NA,"Ellin6067","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"680",-0.22,-0.15,0.23,-0.19,3.25,2.77,3.73,"Pseudolabrys","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1014",-0.05,0.15,0.23,NA,NA,NA,3.95,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"833",-0.08,0.11,0.23,NA,NA,NA,3.66,"Novosphingobium","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1328",-0.05,0.16,0.23,NA,NA,NA,4.05,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1016",0,0.13,0.23,-0.14,3.94,NA,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1296",-0.05,0.07,0.23,0.02,4.08,NA,3.87,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"205",-0.12,0.05,0.23,-0.08,4.2,4.06,4.69,NA,"Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"923",-0.13,-0.01,0.23,-0.02,4,4.3,4.4,NA,"Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1619",-0.17,0.07,0.23,-0.33,5.04,4.56,5.02,NA,NA,"Chloroflexi","KD4-96",NA
"1533",-0.42,-0.28,0.23,-0.39,2.84,2.46,3.52,NA,NA,"Proteobacteria","Gammaproteobacteria","Burkholderiales"
"465",-0.14,0.06,0.23,-0.07,3.24,NA,3.12,"LD29","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1008",-0.12,-0.01,0.23,-0.08,4.28,NA,4.42,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"271",-0.07,0.04,0.23,-0.01,3.43,NA,3.56,NA,"Roseiflexaceae","Chloroflexi","Chloroflexia","Chloroflexales"
"960",-0.18,NA,0.23,-0.2,NA,NA,4.17,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1073",-0.39,-0.29,0.23,-0.07,3.52,NA,3.21,NA,NA,"Acidobacteria","Subgroup 5",NA
"911",-0.14,-0.09,0.23,-0.06,4.63,4.32,4.67,NA,"Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"648",-0.09,-0.04,0.23,-0.13,3.09,NA,NA,"Bradyrhizobium","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1285",-0.07,0.09,0.23,NA,3.22,NA,3.94,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"192",-0.28,-0.19,0.23,-0.24,3.92,3.29,3.38,NA,NA,"RCP2-54",NA,NA
"1383",-0.11,-0.05,0.23,0.05,2.86,NA,2.8,NA,NA,"Armatimonadota",NA,NA
"1579",-0.25,-0.11,0.23,-0.15,3.69,NA,3.74,"MND1","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1270",-0.11,0.07,0.23,0.12,3.26,NA,3.43,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1562",-0.19,-0.03,0.22,-0.15,4.43,4.29,4.19,"Ellin6067","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"427",-0.23,-0.13,0.22,-0.23,4.98,4,4.93,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"23",-0.1,0.02,0.22,-0.07,4.02,NA,3.66,NA,NA,"Actinobacteria","Acidimicrobiia","Microtrichales"
"303",-0.09,0.07,0.22,-0.27,2.38,3.07,2.96,"Vicinamibacter","Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"611",-0.1,0.02,0.22,-0.22,3.85,3.75,4.15,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"208",-0.08,0.06,0.22,-0.11,3.86,3.9,3.8,"Actinoplanes","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"1117",-0.17,-0.15,0.22,-0.06,4.17,3.26,3.69,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1104",-0.33,-0.11,0.22,-0.39,4.99,4.36,4.83,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"600",-0.27,-0.09,0.22,-0.37,3.73,3.64,3.59,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"1504",-0.01,0.23,0.22,-0.25,5.43,5.22,5.85,"Blastococcus","Geodermatophilaceae","Actinobacteria","Actinobacteria","Frankiales"
"124",-0.25,-0.16,0.22,-0.14,3.03,NA,3.24,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1394",-0.23,-0.2,0.22,0.02,3.88,3.47,3.33,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1191",-0.07,0.14,0.22,NA,NA,NA,3.35,"JGI 0001001-H03","Blastocatellaceae","Acidobacteria","Blastocatellia","Blastocatellales"
"1051",-0.18,0.04,0.22,0,3.37,3.04,3.05,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"274",-0.34,-0.39,0.22,-0.16,5.29,4.36,NA,NA,NA,"Cyanobacteria","Cyanobacteriia","Chloroplast"
"389",-0.18,NA,0.22,-0.19,NA,NA,3.46,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"424",-0.31,-0.21,0.22,-0.16,3.44,2.89,3.37,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1488",-0.22,-0.06,0.22,-0.2,4.1,4.13,4.59,"Kineosporia","Kineosporiaceae","Actinobacteria","Actinobacteria","Kineosporiales"
"215",-0.03,0.12,0.22,-0.14,3.5,NA,3.54,"Actinoplanes","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"541",-0.13,0.07,0.22,-0.13,3.93,NA,3.55,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"266",-0.37,-0.4,0.22,0.01,3.2,NA,NA,"Lacunisphaera","Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"64",-0.25,-0.24,0.22,-0.24,3.12,2.3,2.48,NA,"Sandaracinaceae","Myxococcota","Polyangia","Polyangiales"
"1490",-0.1,0.08,0.22,-0.18,2.87,3.64,3.48,"Angustibacter","Kineosporiaceae","Actinobacteria","Actinobacteria","Kineosporiales"
"943",-0.23,-0.22,0.22,-0.13,3.75,NA,3.74,"Terrimonas","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"545",-0.11,0.11,0.22,-0.24,2.89,2.82,2.97,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"39",-0.01,0.22,0.22,-0.12,3.41,2.67,3.64,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"85",-0.19,-0.12,0.22,-0.21,3.74,3.53,4.02,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1518",-0.28,-0.19,0.22,-0.25,3.94,3.5,NA,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1651",-0.34,-0.33,0.22,-0.21,3.89,3.02,3.59,NA,NA,"Acidobacteria","Blastocatellia","11-24"
"972",-0.15,0.02,0.22,0.07,3.37,NA,3.91,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1483",0,0.18,0.22,-0.2,4.02,4,4.19,"Crossiella","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1028",-0.09,-0.05,0.22,-0.14,3.67,NA,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"185",-0.19,-0.13,0.22,-0.24,4.1,3.93,3.58,"Reyranella","Reyranellaceae","Proteobacteria","Alphaproteobacteria","Reyranellales"
"579",-0.04,0.29,0.22,-0.15,3.97,3.4,4.45,"Candidatus Nitrocosmicus","Nitrososphaeraceae","Crenarchaeota","Nitrososphaeria","Nitrososphaerales"
"1514",-0.28,-0.13,0.21,-0.26,4.47,3.63,4.08,NA,"TRA3-20","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"851",-0.12,0.03,0.21,-0.06,4.1,3.85,4.49,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"939",-0.2,-0.15,0.21,-0.04,2.83,NA,4.08,"Terrimonas","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"985",-0.2,-0.02,0.21,-0.39,3.01,2.62,3.12,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1238",-0.23,0,0.21,-0.4,3.74,3.67,4,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"537",0.01,0.16,0.21,0.02,3.93,3.32,3.79,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
