"species","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria"
"1596",-0.158186022914338,-0.01293241726894,0.306765586189026,-0.206754221242016
"1571",-0.380229088097419,-0.225118075293687,0.303992647511508,-0.257297210462947
"94",-0.361529095761077,-0.340808785943371,0.303987576139032,-0.142598927164644
"456",-0.325586495792272,-0.170613943985321,0.303868567594282,-0.314406154410916
"837",-0.245898091470941,-0.180364637189602,0.303774256852825,0.0348504841856688
"369",-0.317093236238163,-0.21235421379227,0.301219662724759,-0.289664888848491
"591",-0.27844041380006,-0.236536848901422,0.300895904712006,0.111775837129829
"1524",-0.402520136840068,-0.382519715461637,0.300250951668868,-0.243571164204481
"1547",-0.543772724982478,-0.456957503579064,0.29971293531594,-0.29417020434164
"1427",-0.279828171841564,-0.23031574733279,0.299701951873987,-0.0478306542764195
"1063",-0.0764303628591693,0.173306463730187,0.298729010929351,-0.0949013113524489
"889",-0.351748146640589,-0.309938546562838,0.298691163954851,-0.155293893968517
"1507",-0.252880700711974,-0.0040205935324961,0.29860223585451,-0.155742794313349
"70",-0.328413760981819,-0.159818850232614,0.298103775389892,-0.0797618123063996
"285",-0.258726242924434,-0.15151140405391,0.298097526566207,-0.155272407500074
"1587",-0.26092329389807,-0.254759923247632,0.297723842886943,0.130039942981139
"597",-0.469636460793088,-0.37889980839789,0.296299452232498,-0.404084567767291
"1143",-0.150595863093503,0.0150319695962319,0.295539921264577,-0.179572071639492
"287",-0.398570783110418,-0.299652372597336,0.293661415545568,-0.163270026501335
"290",-0.110531269463418,0.156064087930989,0.293594777552521,-0.177450199998195
"257",-0.242046772593526,-0.154939539325336,0.293266145998966,NA
"1128",-0.210912978660693,-0.118240122696994,0.293240810206401,NA
"631",-0.268231805811346,-0.169837011438438,0.292874286172987,-0.243693034310318
"57",-0.35811792741227,-0.319344036058348,0.291249703953868,-0.191202554129007
"778",-0.353790181411137,-0.275213910293165,0.290417194906939,-0.417330316879094
"463",-0.165240028180477,-0.0521662344106695,0.29028127037286,-0.0299086131370826
"194",-0.383092551430053,-0.286382659718396,0.290162039565324,-0.100429967578666
"1299",-0.147754545928129,-0.0755853470712232,0.28965169060557,-0.140838561432633
"1076",-0.419207708583793,-0.330218831098325,0.288755351946441,-0.368001167989634
"493",-0.257977649211338,-0.0799870804681926,0.287405544263418,0.00660633771872765
"1100",-0.403007989983839,-0.399470449069428,0.286963386387787,-0.282361780377985
"671",-0.0572349389183863,-0.020818325360855,0.286744779285689,-0.144825395479483
"1068",-0.280605610459341,-0.230311043757489,0.285580322027091,NA
"225",-0.207854207710747,-0.186451439977564,0.284582115865624,0.204559530022511
