"turfID","year","destinationSite","treatmentOriginGroup","species","scaled"
"mo4-5_ws_mo4-1",2019,"Monument","High Control","Ranunculus inamoenus",0.0666666666666667
"mo4-5_ws_mo4-1",2019,"Monument","High Control","Noccaea fendleri",0.0666666666666667
"mo4-5_ws_mo4-1",2019,"Monument","High Control","Hydrophyllum capitatum",0.0666666666666667
"mo4-5_ws_mo4-1",2019,"Monument","High Control","Polygonum douglasii",0.0666666666666667
"mo5-1_u_mo5-1",2019,"Monument","High Control","Agoseris glauca",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Castilleja sulphurea",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Frasera speciosa",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Helianthella quinquenervis",1
"mo5-1_u_mo5-1",2019,"Monument","High Control","Lupinus sp.",0.4
"mo5-1_u_mo5-1",2019,"Monument","High Control","Poa reflexa",0.32
"mo5-1_u_mo5-1",2019,"Monument","High Control","Rhodiola integrifolia",0.32
"mo5-1_u_mo5-1",2019,"Monument","High Control","Senecio crassulus",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Symphyotrichum ascendens",0.16
"mo5-1_u_mo5-1",2019,"Monument","High Control","Viola nuttallii",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Chamaenerion angustifolium",0.08
"mo5-1_u_mo5-1",2019,"Monument","High Control","Polygonum douglasii",0.04
"mo5-1_u_mo5-1",2019,"Monument","High Control","Hydrophyllum capitatum",0.08
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Achillea millefolium",0.25
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Bromus carinatus",0.025
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Carex sp.",0.15
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Polygonum douglasii",0.025
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Hymenoxys hoopesii",0.375
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Lathyrus lanszwertii",0.075
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Mertensia fusiformis",0.025
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Poa pratensis",0.025
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Potentilla pulcherrima",1
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Taraxacum officinale",0.05
"mo5-2_c2_um5-5",2019,"Monument","Low C2","Valeriana occidentalis",0.025
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Aquilegia caerulea",0.56
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Fragaria virginiana",0.08
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Frasera speciosa",0.04
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Helianthella quinquenervis",1
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Hymenoxys hoopesii",0.16
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Poa reflexa",0.32
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Rhodiola integrifolia",0.24
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Senecio crassulus",0.32
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Viola nuttallii",0.04
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Symphyotrichum ascendens",0.04
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Hydrophyllum capitatum",0.04
"mo5-3_ws_mo5-4",2019,"Monument","High Control","Noccaea fendleri",0.04
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Achillea millefolium",0.05
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Elymus bakeri",0.05
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Fragaria virginiana",0.6
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Festuca rubra",1
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Helianthella quinquenervis",0.05
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Heliomeris multiflora",0.15
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Hymenoxys hoopesii",0.4
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Ligusticum porteri",0.3
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Potentilla pulcherrima",0.9
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Senecio crassulus",0.3
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Viola nuttallii",0.15
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Melica spectabilis",0.05
"mo5-4_c1_pf5-2",2019,"Monument","Mid C1","Frasera speciosa",0.05
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Geranium richardsonii",0.06
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Helianthella quinquenervis",0.4
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Hydrophyllum capitatum",0.02
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Hymenoxys hoopesii",0.04
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Poa reflexa",0.08
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Senecio crassulus",0.06
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Valeriana edulis",1
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Noccaea fendleri",0.02
"mo5-5_nu_mo5-5",2019,"Monument","High Control","Lupinus sp.",0.02
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Androsace septentrionalis",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Castilleja sulphurea",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Bromus carinatus",0.1
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Erythronium grandiflorum",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Festuca rubra",1
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Heliomeris multiflora",0.1
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Ligusticum porteri",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Mertensia fusiformis",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Potentilla pulcherrima",0.125
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Senecio crassulus",0.2
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Agoseris glauca",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Vicia americana",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Viola nuttallii",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Poa reflexa",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Ranunculus inamoenus",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Fragaria virginiana",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Epilobium sp.",0.025
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Helianthella quinquenervis",0.075
"mo1-1_c1_pf1-3",2018,"Monument","Mid C1","Lupinus sp.",0.025
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Achillea millefolium",0.666666666666667
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Collomia linearis",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Delphinium nuttallianum",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Erigeron speciosus",0.333333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Poa pratensis",0.833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Lathyrus lanszwertii",0.25
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Stipa nelsonii",0.666666666666667
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Mertensia fusiformis",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Potentilla pulcherrima",1
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Heliomeris multiflora",0.166666666666667
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Vicia americana",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Viola nuttallii",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Melica spectabilis",0.0833333333333333
"mo1-2_c2_um1-2",2018,"Monument","Low C2","Taraxacum officinale",0.166666666666667
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Bromus carinatus",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Fragaria virginiana",0.142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Geranium richardsonii",0.214285714285714
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Helianthella quinquenervis",0.357142857142857
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Ligusticum porteri",1
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Lupinus sp.",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Poa reflexa",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Rhodiola integrifolia",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Senecio crassulus",0.114285714285714
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Agoseris glauca",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Viola nuttallii",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Noccaea fendleri",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Symphyotrichum ascendens",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Potentilla pulcherrima",0.0142857142857143
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Hymenoxys hoopesii",0.0285714285714286
"mo1-3_nu_mo1-3",2018,"Monument","High Control","Epilobium sp.",0.0142857142857143
"mo1-4_u_mo1-4",2018,"Monument","High Control","Androsace septentrionalis",0.0454545454545455
"mo1-4_u_mo1-4",2018,"Monument","High Control","Helianthella quinquenervis",1
"mo1-4_u_mo1-4",2018,"Monument","High Control","Hymenoxys hoopesii",1
"mo1-4_u_mo1-4",2018,"Monument","High Control","Ligusticum porteri",0.272727272727273
"mo1-4_u_mo1-4",2018,"Monument","High Control","Lupinus sp.",0.227272727272727
"mo1-4_u_mo1-4",2018,"Monument","High Control","Poa reflexa",0.454545454545455
"mo1-4_u_mo1-4",2018,"Monument","High Control","Potentilla pulcherrima",0.272727272727273
"mo1-4_u_mo1-4",2018,"Monument","High Control","Senecio crassulus",0.0909090909090909
"mo1-4_u_mo1-4",2018,"Monument","High Control","Valeriana edulis",0.5
"mo1-4_u_mo1-4",2018,"Monument","High Control","Noccaea fendleri",0.0454545454545455
"mo1-4_u_mo1-4",2018,"Monument","High Control","Frasera speciosa",0.181818181818182
"mo1-4_u_mo1-4",2018,"Monument","High Control","Fragaria virginiana",0.0454545454545455
"mo1-4_u_mo1-4",2018,"Monument","High Control","Elymus bakeri",0.0909090909090909
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Aquilegia caerulea",0.285714285714286
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Castilleja sulphurea",0.142857142857143
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Bromus carinatus",0.0714285714285714
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Frasera speciosa",0.285714285714286
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Helianthella quinquenervis",0.714285714285714
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Hymenoxys hoopesii",0.428571428571429
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Ligusticum porteri",0.214285714285714
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Lupinus sp.",0.0714285714285714
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Poa reflexa",0.857142857142857
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Potentilla pulcherrima",0.357142857142857
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Senecio crassulus",0.285714285714286
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Elymus bakeri",1
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Agoseris glauca",0.0714285714285714
"mo1-5_ws_mo1-2",2018,"Monument","High Control","Epilobium sp.",0.0714285714285714
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Castilleja sulphurea",0.0454545454545455
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Fragaria virginiana",0.272727272727273
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Heterotheca pumila",1
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Hymenoxys hoopesii",0.227272727272727
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Ligusticum porteri",0.181818181818182
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Poa reflexa",0.0454545454545455
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Senecio crassulus",0.0454545454545455
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Bromus carinatus",0.0454545454545455
"mo2-1_ws_mo2-3",2018,"Monument","High Control","Ranunculus inamoenus",0.0454545454545455
"mo2-2_u_mo2-2",2018,"Monument","High Control","Aquilegia caerulea",0.09375
"mo2-2_u_mo2-2",2018,"Monument","High Control","Castilleja sulphurea",0.03125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Erythronium grandiflorum",0.03125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Fragaria virginiana",0.3125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Frasera speciosa",0.03125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Helianthella quinquenervis",0.875
"mo2-2_u_mo2-2",2018,"Monument","High Control","Heterotheca pumila",1
"mo2-2_u_mo2-2",2018,"Monument","High Control","Hymenoxys hoopesii",0.03125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Poa reflexa",0.03125
"mo2-2_u_mo2-2",2018,"Monument","High Control","Elymus bakeri",0.0625
"mo2-2_u_mo2-2",2018,"Monument","High Control","Noccaea fendleri",0.03125
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Achillea millefolium",0.4
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Bromus carinatus",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Collomia linearis",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Delphinium nuttallianum",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Poa pratensis",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Lathyrus lanszwertii",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Mertensia fusiformis",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Potentilla pulcherrima",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Valeriana occidentalis",1
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Viola nuttallii",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Fragaria virginiana",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Taraxacum officinale",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Agoseris aurantiaca",0.2
"mo2-3_c2_um2-3",2018,"Monument","Low C2","Galium bifolium",0.2
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Castilleja sulphurea",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Fragaria virginiana",1
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Frasera speciosa",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Heterotheca pumila",0.25
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Hymenoxys hoopesii",0.285714285714286
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Ligusticum porteri",0.142857142857143
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Lupinus sp.",0.357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Poa reflexa",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Potentilla pulcherrima",0.142857142857143
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Senecio crassulus",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Aquilegia caerulea",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Bromus carinatus",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Viola nuttallii",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Noccaea fendleri",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Agoseris glauca",0.0357142857142857
"mo2-4_nu_mo2-4",2018,"Monument","High Control","Ranunculus inamoenus",0.0357142857142857
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Melica spectabilis",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Carex sp.",1
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Bromus carinatus",0.166666666666667
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Erigeron speciosus",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Erythronium grandiflorum",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Festuca rubra",1
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Helianthella quinquenervis",0.166666666666667
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Heliomeris multiflora",0.166666666666667
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Poa reflexa",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Potentilla pulcherrima",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Senecio crassulus",0.25
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Thalictrum fendleri",0.666666666666667
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Vicia americana",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Viola nuttallii",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Boechera stricta",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Taraxacum officinale",0.0833333333333333
"mo2-5_c1_pf2-3",2018,"Monument","Mid C1","Epilobium sp.",0.0833333333333333
"mo3-1_u_mo3-1",2018,"Monument","High Control","Castilleja sulphurea",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Symphyotrichum ascendens",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Helianthella quinquenervis",0.166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Hymenoxys hoopesii",0.216666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Ligusticum porteri",1
"mo3-1_u_mo3-1",2018,"Monument","High Control","Poa reflexa",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Senecio crassulus",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Noccaea fendleri",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Elymus bakeri",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Epilobium sp.",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Agoseris glauca",0.0166666666666667
"mo3-1_u_mo3-1",2018,"Monument","High Control","Ranunculus inamoenus",0.0166666666666667
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Bromus carinatus",0.266666666666667
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Erythronium grandiflorum",0.0666666666666667
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Festuca rubra",0.2
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Heliomeris multiflora",1
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Lathyrus lanszwertii",0.0666666666666667
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Ligusticum porteri",0.2
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Linum lewisii",0.8
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Mertensia fusiformis",0.0666666666666667
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Poa reflexa",0.133333333333333
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Potentilla pulcherrima",0.133333333333333
"mo3-2_c1_pf3-5",2018,"Monument","Mid C1","Senecio crassulus",0.133333333333333
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Achillea millefolium",0.2
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Bromus carinatus",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Delphinium nuttallianum",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Erigeron speciosus",0.2
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Poa pratensis",0.333333333333333
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Hymenoxys hoopesii",0.666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Lathyrus lanszwertii",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Linum lewisii",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Mertensia fusiformis",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Potentilla pulcherrima",0.533333333333333
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Taraxacum officinale",0.0666666666666667
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Stipa nelsonii",1
"mo3-3_c2_um3-2",2018,"Monument","Low C2","Valeriana occidentalis",0.266666666666667
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Castilleja sulphurea",0.0444444444444444
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Fragaria virginiana",0.2
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Frasera speciosa",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Hymenoxys hoopesii",0.0444444444444444
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Ligusticum porteri",1
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Poa reflexa",0.0666666666666667
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Senecio crassulus",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Agoseris glauca",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Noccaea fendleri",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Helianthella quinquenervis",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Epilobium sp.",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Ranunculus inamoenus",0.0222222222222222
"mo3-4_nu_mo3-4",2018,"Monument","High Control","Elymus repens",0.0222222222222222
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Androsace septentrionalis",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Castilleja sulphurea",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Fragaria virginiana",0.714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Helianthella quinquenervis",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Hymenoxys hoopesii",1
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Ligusticum porteri",0.785714285714286
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Ranunculus inamoenus",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Agoseris glauca",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Noccaea fendleri",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Poa reflexa",0.142857142857143
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Bromus carinatus",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Epilobium sp.",0.0714285714285714
"mo3-5_ws_mo3-5",2018,"Monument","High Control","Senecio crassulus",0.0714285714285714
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Erythronium grandiflorum",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Festuca rubra",0.833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Helianthella quinquenervis",1
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Heliomeris multiflora",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Hymenoxys hoopesii",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Lathyrus lanszwertii",0.333333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Poa reflexa",0.333333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Potentilla pulcherrima",0.5
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Senecio crassulus",0.166666666666667
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Viola nuttallii",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Ligusticum porteri",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Noccaea fendleri",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Bromus carinatus",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Elymus repens",0.0833333333333333
"mo4-1_c1_pf4-5",2018,"Monument","Mid C1","Epilobium sp.",0.0833333333333333
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Castilleja sulphurea",0.1
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Bromus carinatus",0.15
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Erythronium grandiflorum",0.05
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Fragaria virginiana",0.1
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Frasera speciosa",0.15
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Helianthella quinquenervis",1
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Hymenoxys hoopesii",0.6
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Ligusticum porteri",0.05
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Lupinus sp.",0.65
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Poa reflexa",0.2
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Senecio crassulus",0.15
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Viola nuttallii",0.1
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Elymus bakeri",0.15
"mo4-2_nu_mo4-2",2018,"Monument","High Control","Epilobium sp.",0.05
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Achillea millefolium",0.233333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Elymus repens",0.0333333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Carex sp.",0.0666666666666667
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Poa pratensis",0.166666666666667
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Hymenoxys hoopesii",0.2
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Lathyrus lanszwertii",0.0333333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Potentilla pulcherrima",0.0666666666666667
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Taraxacum officinale",0.1
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Valeriana occidentalis",1
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Vicia americana",0.1
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Ranunculus inamoenus",0.0333333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Festuca thurberi",0.666666666666667
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Lupinus sp.",0.0333333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Fragaria virginiana",0.0333333333333333
"mo4-3_c2_um4-2",2018,"Monument","Low C2","Helianthella quinquenervis",0.0333333333333333
