community,ASV_id,LogAbundance_HighControl,LogAbundance_MidControl,LogAbundance_LowControl,weight_warmed_gradient,weight_warmed_experiment,weight_cooled_gradient,weight_cooled_experiment,Genus,Family,Phylum,Class,Order
fungi,650,3.36,3.38,3.55,0.01,-0.02,-0.11,-0.03,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,143,3.82,3.42,4.65,0.11,0.17,-0.11,0.04,Naganishia,Filobasidiaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,391,NA,NA,4.25,0.16,0.26,-0.11,-0.02,Metarhizium,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,344,NA,NA,NA,0.05,0.15,-0.11,0.06,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,335,NA,NA,4.92,0.06,0.15,-0.11,-0.01,Knufia,Trichomeriaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,132,3.23,3.69,4.61,0.22,0.3,-0.12,0.05,Naganishia,Filobasidiaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,399,2.83,2.43,NA,-0.1,-0.01,-0.12,0,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,513,NA,2.2,3.47,-0.08,-0.04,-0.12,0.05,Scutellospora,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,423,NA,3.83,3.31,0.24,0.35,-0.12,-0.05,Ascochyta,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,26,NA,4.3,3.95,-0.01,-0.03,-0.12,0.17,Paraglomus,Paraglomeraceae,Glomeromycota,Paraglomeromycetes,Paraglomerales
fungi,670,NA,4.3,6.28,0.22,0.24,-0.12,0.04,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,283,NA,3.24,3.31,0.1,0.07,-0.12,-0.06,Articulospora,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,643,NA,NA,NA,0.15,0.34,-0.12,0.09,Lophiostoma,Lophiostomataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,664,4.26,4.06,3.71,-0.01,0.07,-0.12,-0.07,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,202,5.09,4.45,4.61,0.11,0.28,-0.12,-0.01,Fontanospora,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,22,2.08,1.98,1.39,0.04,0.16,-0.12,0.1,NA,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,661,3.74,2.89,4.01,0,-0.12,-0.12,-0.16,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,540,NA,NA,4.65,0.1,0.19,-0.12,-0.04,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,245,4.74,NA,5.24,-0.05,-0.12,-0.12,-0.04,Cercophora,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,236,NA,NA,NA,0.18,0.34,-0.12,0.06,NA,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,54,NA,2.58,1.95,0.11,0.26,-0.13,0,Cryptosporiopsis,Dermateaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,413,3.62,3.47,4.69,0,0.05,-0.13,-0.11,Petrakia,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,265,NA,NA,3.09,0.3,NA,-0.13,0.04,Crocicreas,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,534,5.72,5.67,6.05,0.14,0.33,-0.13,0.02,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,151,3,3.04,3.81,0.21,0.22,-0.13,-0.12,Venturia,Venturiaceae,Ascomycota,Dothideomycetes,Venturiales
fungi,142,3.28,2.56,2.91,0.12,0.2,-0.13,0.08,Naganishia,Filobasidiaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,321,4.53,6.57,5.11,0.13,-0.11,-0.13,-0.02,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,510,NA,NA,NA,0.02,0.17,-0.13,0.03,NA,NA,Ascomycota,Dothideomycetes,Pleosporales
fungi,374,2.69,2.54,2.65,0.13,0.1,-0.14,0.18,Trichoderma,Hypocreaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,465,NA,3.85,7.04,0.04,0.06,-0.14,0.09,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,345,NA,6.45,5.64,0.12,NA,-0.14,-0.01,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,615,NA,NA,3.67,-0.09,-0.11,-0.14,0.01,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,251,NA,3.26,2.54,0.1,0.23,-0.14,0.07,Chaetomium,Chaetomiaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,33,NA,2.42,2.6,0.18,0.37,-0.14,0.03,NA,Coniochaetaceae,Ascomycota,Sordariomycetes,Coniochaetales
fungi,171,NA,3.66,3.7,0.12,0.02,-0.14,-0.01,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,121,2.2,1.1,3,0.24,0.24,-0.14,0.16,Vishniacozyma,Bulleribasidiaceae,Basidiomycota,Tremellomycetes,Tremellales
fungi,9,1.39,1.61,3.16,0.04,-0.08,-0.14,0.05,Archaeospora,Archaeosporaceae,Glomeromycota,Archaeosporomycetes,Archaeosporales
fungi,541,4.84,4.74,5.3,0.13,0.33,-0.14,-0.04,Holtermanniella,Holtermanniales_fam_Incertae_sedis,Basidiomycota,Tremellomycetes,Holtermanniales
fungi,270,1.1,NA,2.77,-0.24,-0.16,-0.14,0.1,Comoclathris,Pleosporaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,224,2.92,7.08,5.1,0.16,-0.09,-0.14,-0.06,Lachnum,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,511,NA,NA,2.48,0.1,0.19,-0.14,0.1,NA,NA,NA,NA,NA
fungi,229,2.2,4.2,3.32,0.28,0.31,-0.15,-0.1,Lachnum,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,311,3.2,3.86,3.66,0.21,0.38,-0.15,0.15,Pectenia,Pannariaceae,Ascomycota,Lecanoromycetes,Peltigerales
fungi,291,NA,1.1,NA,-0.03,0.02,-0.15,0.06,Laburnicola,Didymosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,353,5.16,4.49,5.79,0.11,0.06,-0.15,0.01,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,50,1.39,3.53,3.55,0.26,0.31,-0.15,0.12,Rachicladosporium,Cladosporiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,428,1.84,NA,3.31,0.11,0.18,-0.15,0.15,Paraphoma,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,271,2.3,NA,2.78,0.12,-0.06,-0.15,0,Comoclathris,Pleosporaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,237,2.57,3.45,3.88,0.32,0.38,-0.16,-0.01,NA,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,284,2.64,2.3,2.47,0.15,0.2,-0.16,-0.16,Cephalotrichum,Microascaceae,Ascomycota,Sordariomycetes,Microascales
fungi,402,NA,NA,4.3,0.3,NA,-0.16,-0.03,Rhizophagus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,130,NA,NA,1.59,0.09,0.09,-0.16,0.07,Clitopilus,Entolomataceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,448,NA,NA,5.12,-0.1,-0.09,-0.16,-0.15,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,690,NA,3.89,3.07,0.04,0.04,-0.16,0.12,Tubulicium,Hydnodontaceae,Basidiomycota,Agaricomycetes,Trechisporales
fungi,111,3.22,4.26,3.39,0.29,-0.06,-0.16,-0.12,NA,NA,NA,NA,NA
fungi,39,NA,5.48,5.43,0.21,NA,-0.16,-0.1,NA,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,253,NA,NA,NA,0.04,0.12,-0.16,-0.01,Myceliophthora,Chaetomiaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,366,4.13,NA,1.78,0.12,0.02,-0.17,-0.02,Neonectria,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,91,NA,2.94,3.44,0.19,0.29,-0.17,-0.07,Pulvinata,Loramycetaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,126,NA,1.39,1.39,0.07,0.21,-0.17,0.02,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,588,3.5,2.57,3.43,0.3,0.39,-0.17,0.29,Sporormiella,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,249,NA,NA,2.77,0.12,NA,-0.17,-0.05,Apodus,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,630,NA,3.27,3,0.2,0.13,-0.17,-0.1,NA,Ceratobasidiaceae,Basidiomycota,Agaricomycetes,Cantharellales
fungi,565,1.61,3.33,3.48,0.15,0.11,-0.18,-0.05,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,323,NA,NA,3.09,0.17,0.1,-0.18,0.11,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,688,3.5,2.83,4.88,0.15,-0.14,-0.18,-0.02,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,390,NA,3.35,3.54,0.27,0.15,-0.18,-0.26,Fusarium,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,187,2.51,NA,3.35,0.28,0.03,-0.18,-0.22,NA,NA,NA,NA,NA
fungi,644,NA,NA,6.49,0.06,0.01,-0.18,-0.02,NA,Pleomassariaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,173,NA,NA,5.17,0.46,NA,-0.18,-0.07,Gremmenia,Phacidiaceae,Ascomycota,Leotiomycetes,Phacidiales
fungi,158,2.05,2.36,2.63,0.26,0.18,-0.18,-0.2,NA,NA,Rozellomycota,NA,NA
fungi,136,NA,NA,NA,-0.01,-0.01,-0.18,-0.05,Clitopilus,Entolomataceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,485,2.61,3.3,3.87,0.05,0.08,-0.18,-0.05,NA,NA,NA,NA,NA
fungi,476,NA,2.98,3.3,0.17,0.03,-0.18,-0.1,NA,NA,NA,NA,NA
fungi,114,1.61,NA,4.44,0.19,0.15,-0.18,-0.04,NA,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,414,NA,3.84,4.51,0.22,-0.03,-0.19,-0.01,Petrakia,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,436,2.24,NA,3.54,0.23,0.16,-0.19,-0.06,Collembolispora,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,622,NA,NA,NA,0.02,0.12,-0.19,-0.05,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,496,2.4,2.05,2.45,0.1,0.08,-0.19,-0.11,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,19,NA,NA,5.15,0.12,NA,-0.19,-0.06,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,164,NA,3.45,2.32,0.28,0.12,-0.19,-0.03,Loratospora,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,610,NA,NA,3.53,0.16,0.13,-0.2,-0.05,Athelopsis,Atheliaceae,Basidiomycota,Agaricomycetes,Atheliales
fungi,51,1.24,NA,2.65,0.04,-0.13,-0.2,-0.13,Karstenia,Rhytismatales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Rhytismatales
fungi,49,NA,5.04,4.74,0.22,0.19,-0.2,-0.23,Rachicladosporium,Cladosporiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,671,5.72,6.13,6.64,0.18,0.15,-0.2,-0.02,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,61,2.89,NA,2.34,0.04,0.17,-0.2,-0.19,NA,NA,Ascomycota,NA,NA
fungi,504,NA,NA,5.12,0.15,0.24,-0.21,-0.07,Pseudocoleophoma,Dictyosporiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,535,NA,NA,4.24,0.24,0.24,-0.21,0,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,483,NA,NA,1.78,0.34,0.35,-0.21,0.19,NA,NA,Ascomycota,Sordariomycetes,NA
fungi,522,NA,NA,3.64,0.26,0.15,-0.21,-0.08,NA,NA,Ascomycota,Leotiomycetes,NA
fungi,596,NA,NA,2.21,0.24,0.52,-0.21,0.25,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,478,NA,3.04,5.17,0.18,0.11,-0.21,-0.09,NA,NA,NA,NA,NA
fungi,58,3.13,2.33,5.79,0.28,0.19,-0.21,-0.05,NA,Thelebolaceae,Ascomycota,Leotiomycetes,Thelebolales
fungi,233,NA,1.1,1.59,0.22,0.39,-0.21,-0.15,Oidiodendron,Myxotrichaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,438,4.52,4.67,5.27,0.15,0.18,-0.21,-0.03,Cadophora,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,163,NA,4.04,4.15,0.33,0.14,-0.21,0,Cladosporium,Cladosporiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,601,NA,NA,4.52,0.23,0.18,-0.21,-0.16,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,430,NA,NA,6.34,0.22,0.24,-0.22,-0.12,NA,Halosphaeriaceae,Ascomycota,Sordariomycetes,Microascales
fungi,556,2.48,5.79,4.82,0.31,0.23,-0.22,-0.19,NA,NA,NA,NA,NA
fungi,144,NA,2.64,4.2,0.27,0.37,-0.22,-0.26,Naganishia,Filobasidiaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,557,5.61,2.71,3.48,0.17,0.19,-0.22,0.02,NA,Platygloeaceae,Basidiomycota,Pucciniomycetes,Platygloeales
fungi,621,3.77,2.71,4.06,0.17,-0.19,-0.22,-0.29,NA,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,190,NA,3.47,3.26,0.19,0.29,-0.22,-0.22,NA,NA,NA,NA,NA
fungi,550,2.22,NA,2.23,0.23,0.24,-0.22,0.04,Apiotrichum,Trichosporonaceae,Basidiomycota,Tremellomycetes,Trichosporonales
fungi,342,NA,NA,5.09,0.17,0.23,-0.22,-0.21,Metarhizium,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,138,NA,NA,4.98,0.32,0.25,-0.22,-0.05,Sistotrema,Cantharellales_fam_Incertae_sedis,Basidiomycota,Agaricomycetes,Cantharellales
fungi,180,NA,3.22,3.13,0.24,0.35,-0.22,-0.06,Gremmenia,Phacidiaceae,Ascomycota,Leotiomycetes,Phacidiales
fungi,652,2.89,3.65,3.1,0.12,0.06,-0.22,0.09,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,266,1.52,3.18,3.01,0.26,0.42,-0.22,0.21,NA,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,338,3.14,3.75,3.48,0.25,0.29,-0.23,-0.08,Knufia,Trichomeriaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,393,NA,2.48,5.55,0.11,0.19,-0.23,-0.08,Metarhizium,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,156,1.84,NA,2.85,0.29,0.2,-0.23,-0.14,NA,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,320,2.92,NA,3.82,0.08,-0.05,-0.23,-0.22,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,53,5.65,NA,4.73,0.09,0,-0.23,0.02,NA,Platygloeaceae,Basidiomycota,Pucciniomycetes,Platygloeales
fungi,72,NA,NA,4.8,0.05,0.04,-0.24,-0.16,NA,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,230,4.35,5.32,4.1,0.02,0.08,-0.24,-0.26,Lachnum,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,310,NA,NA,3.14,0.24,0.12,-0.24,-0.12,Penicillium,Aspergillaceae,Ascomycota,Eurotiomycetes,Eurotiales
fungi,168,NA,NA,1.43,0.2,0.28,-0.24,-0.1,Helminthosporium,Massarinaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,41,2.4,NA,3.58,0.29,0.29,-0.24,-0.14,NA,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,653,NA,1.45,2.59,0.32,NA,-0.24,-0.23,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,191,NA,2.39,2.59,0.28,0.13,-0.24,0.17,NA,NA,Ascomycota,Sordariomycetes,NA
fungi,595,NA,NA,5.34,0.17,0.22,-0.24,0.06,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,350,5.08,4,5.37,0.22,0.13,-0.24,-0.09,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,25,NA,NA,2.77,0.11,0.21,-0.24,-0.02,Paraglomus,Paraglomeraceae,Glomeromycota,Paraglomeromycetes,Paraglomerales
fungi,421,NA,NA,4.8,0.36,NA,-0.24,-0.01,NA,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,687,4.01,NA,4.75,0.27,0.34,-0.24,-0.11,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,412,NA,NA,5.13,0.29,0.11,-0.25,-0.07,Petrakia,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,488,2.08,2.09,3.37,0.33,0.32,-0.25,-0.1,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,590,NA,NA,3.27,0.18,0.24,-0.25,0,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,490,NA,NA,3.37,0.14,0.02,-0.25,-0.14,Cistella,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,354,6.85,NA,4.24,0.24,0.23,-0.25,-0.13,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,160,4.59,4.46,6.15,0.19,0,-0.25,0.17,Mycosphaerella,Mycosphaerellaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,594,1.5,NA,3.07,0.28,0.34,-0.25,-0.01,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,131,2.54,1.52,2.54,0.31,0.32,-0.25,-0.05,Filobasidium,Filobasidiaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,333,NA,2.87,2.63,0.12,0.1,-0.25,-0.11,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,292,2.79,3.07,5.05,0.24,0.04,-0.25,0.1,Neoascochyta,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,551,NA,NA,NA,0.13,0.28,-0.25,-0.14,Olpidium,Olpidiaceae,Olpidiomycota,Olpidiomycetes,Olpidiales
fungi,389,6.15,6.44,7.01,0.29,0.4,-0.25,-0.03,Fusarium,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,29,1.39,NA,2.79,0.17,0.12,-0.26,-0.25,Ambispora,Ambisporaceae,Glomeromycota,Archaeosporomycetes,Archaeosporales
fungi,599,NA,NA,4.62,0.18,0.09,-0.26,-0.17,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,651,4.94,4.38,5.78,0.23,0.04,-0.26,-0.16,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,216,NA,NA,3.68,0.24,0.22,-0.26,0.12,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,70,NA,NA,4.17,0.13,0.2,-0.27,-0.2,Humicola,Chaetomiaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,497,NA,NA,3.84,0.17,0.1,-0.27,-0.23,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,254,2.6,2.9,3.78,0.25,0.22,-0.27,-0.09,Myceliophthora,Chaetomiaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,676,2.08,2.12,4.87,0.41,0.04,-0.27,-0.02,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,40,NA,3.18,4.3,0.26,0.12,-0.27,-0.22,NA,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,20,NA,NA,3.02,0.32,0.35,-0.27,-0.24,Coleophoma,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,592,NA,NA,2.31,0.38,0.13,-0.27,-0.16,NA,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,440,NA,2.77,2.96,0.32,0.1,-0.28,-0.14,Collembolispora,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,55,NA,NA,3.73,0.31,0.13,-0.28,-0.16,Cryptosporiopsis,Dermateaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,78,2.5,1.33,4.18,0.2,0.03,-0.28,-0.22,Cryptococcus,Tremellaceae,Basidiomycota,Tremellomycetes,Tremellales
fungi,611,NA,NA,3.76,0.12,NA,-0.28,-0.15,Mycenella,Tricholomataceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,693,NA,NA,2.72,0.35,0.31,-0.28,-0.12,NA,NA,Ascomycota,NA,NA
fungi,288,3.06,2.88,3.3,0.33,0.25,-0.28,-0.08,NA,NA,Ascomycota,Lecanoromycetes,NA
fungi,238,NA,3.61,5.61,0.34,0.35,-0.28,-0.13,Schizothecium,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,159,NA,NA,4.22,0.3,0.2,-0.28,-0.11,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,603,1.15,3.03,4.14,0.4,0.39,-0.29,-0.15,Sclerostagonospora,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,268,NA,NA,4.58,0.3,NA,-0.29,-0.08,Crocicreas,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,683,NA,NA,4.94,0.12,NA,-0.29,-0.18,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,365,4.06,2.64,4.08,0.22,0.32,-0.29,-0.05,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,407,NA,NA,3.96,0.36,0.32,-0.29,-0.24,NA,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,632,NA,NA,3.38,0.35,0.14,-0.29,-0.19,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,257,NA,NA,2.89,0.1,0.18,-0.29,-0.2,Phialemonium,Cephalothecaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,200,NA,NA,4,0.23,0.06,-0.29,-0.21,Leohumicola,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,258,NA,NA,7.46,0.28,0.21,-0.29,-0.07,NA,NA,NA,NA,NA
fungi,609,4.11,2.83,3.61,0.26,0.17,-0.29,-0.27,Athelopsis,Atheliaceae,Basidiomycota,Agaricomycetes,Atheliales
fungi,185,1.39,NA,2.57,0.42,0.13,-0.29,-0.06,Lasionectria,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,434,NA,NA,2.08,0.1,0.13,-0.3,-0.16,NA,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,555,NA,NA,4.65,0.41,0.22,-0.3,-0.07,NA,NA,NA,NA,NA
fungi,689,3.18,3.52,4.86,0.33,0.21,-0.3,0,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,639,NA,1.61,4.21,0.32,0.21,-0.3,-0.05,Clavaria,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,120,1.44,1.78,2.43,0.36,0.29,-0.31,-0.03,Dioszegia,Bulleribasidiaceae,Basidiomycota,Tremellomycetes,Tremellales
fungi,394,2.96,2.71,3.73,0.27,0.26,-0.31,-0.02,Metapochonia,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,656,2.73,2.58,3.77,0.3,0.33,-0.31,0.17,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,275,NA,NA,2.93,0.32,0.18,-0.31,-0.23,Umbelopsis,Umbelopsidaceae,Mucoromycota,Umbelopsidomycetes,Umbelopsidales
fungi,46,NA,NA,2.53,0.42,0.33,-0.31,-0.05,NA,NA,Ascomycota,Dothideomycetes,Pleosporales
fungi,657,2.33,2.85,4.71,0.24,-0.02,-0.31,-0.18,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,186,NA,NA,2.2,0.33,0.21,-0.31,-0.05,Podospora,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,12,3.12,3.02,3.93,0.21,0.14,-0.31,-0.28,Scutellospora,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,170,NA,NA,5.1,0.28,0.15,-0.31,-0.14,Chalara,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,331,NA,NA,4.66,0.3,0.15,-0.32,-0.24,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,95,NA,NA,4.44,0.28,0.15,-0.32,-0.13,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,400,NA,NA,1.73,0.27,NA,-0.32,-0.06,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,282,NA,NA,4.59,0.32,0.27,-0.32,-0.18,NA,NA,NA,NA,NA
fungi,6,NA,3.53,2.89,0.26,0.18,-0.32,-0.09,NA,NA,Ascomycota,NA,NA
fungi,602,NA,NA,2.76,0.26,0.24,-0.32,-0.17,Paraconiothyrium,Didymosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,289,2.61,2.84,4.42,0.23,0.31,-0.33,-0.18,NA,NA,Ascomycota,Dothideomycetes,Pleosporales
fungi,36,NA,3.22,3.28,0.51,0.38,-0.33,-0.14,Cheilymenia,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,502,NA,NA,2.37,0.18,0.05,-0.33,-0.3,NA,NA,Ascomycota,Dothideomycetes,Pleosporales
fungi,137,NA,NA,3.52,0.24,0.08,-0.33,-0.16,Clitopilus,Entolomataceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,369,NA,NA,4.18,0.41,0.3,-0.33,0,Gliomastix,Bionectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,395,NA,4.47,3.27,0.39,0.41,-0.34,-0.21,Pochonia,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
