turfID,originSite,destinationSite,destinationPlotID,originPlotID,treatment,treatmentOrigin,treatmentOriginGroup,year,date_yyyymmdd,functionalGroup,unknownMorpho,species,percentCover,occurrenceCount,comments,X1_1,X1_2,X1_3,X1_4,X1_5,X2_1,X2_2,X2_3,X2_4,X2_5,X3_1,X3_2,X3_3,X3_4,X3_5,X4_1,X4_2,X4_3,X4_4,X4_5,X5_1,X5_2,X5_3,X5_4,X5_5
um4-3_nu_um4-3,Upper Montane,Upper Montane,um4-3,um4-3,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,mint forb,Agoseris aurantiaca,1,2,,,S,,,,,S,,,,,,,,,,,,,,,,,,
um4-3_nu_um4-3,Upper Montane,Upper Montane,um4-3,um4-3,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,Carex sp.,Carex sp.,1,3,,,,,S,,,S,,,S,,,,,,,,,,,,,,,
um4-3_nu_um4-3,Upper Montane,Upper Montane,um4-3,um4-3,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,unknown 4 bigger yellow mustard,Draba spectabilis,1,3,,,,,,,,,,,,,,,,,,,,F,,,,F,F,
um4-3_nu_um4-3,Upper Montane,Upper Montane,um4-3,um4-3,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,long awn grass,Stipa nelsonii,NA,1,,,,,,,,,,,,,,,,,,,S,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Lathyrus lanszwertii,Lathyrus lanszwertii,1,5,,,,,,,,,,,,S,S,S,,,S,,,,,,,S,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,5,21,,SE,S,F,S,S,S,SE,S,S,S,S,S,S,S,S,S,S,,,SE,S,S,,S,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,graminoid,hairy grass,Elymus repens,1,2,,,,,,,S,,,F,,,,,,,,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,graminoid,Poa pratensis,Poa pratensis,15,25,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,F,S,S,S,S,S,S
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Achillea millefolium,Achillea millefolium,2,8,,S,,,,,S,,,,,S,,S,,,S,S,,,,S,,SE,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Valeriana capitata,Viola nuttallii,2,6,Turfmapper species edit,,,S,S,,S,,,S,,FD,,,,,S,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Taraxacum officinale,Taraxacum officinale,2,2,,,,F,,,,,FD,,,,,,,,,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Vicia americana,Vicia americana,1,1,,S,,,,,,,,,,,,,,,,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Hymenoxys hoopesii,Hymenoxys hoopesii,2,9,,S,S,,,S,,,,,,,S,S,S,,S,,,,,S,S,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Linum lewisii,Linum lewisii,1,1,,SE,,,,,,,,,,,,,,,,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Ranunculus sp.,Ranunculus inamoenus,1,1,,,F,,,,,,,,,,,,,,,,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,unknown seedling,unknown seedling,1,2,,,,,,,,,,,,,,,,SE,,,,SE,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Ligustacum porteri,Ligusticum porteri,1,1,,,,,,,,,,,,,,,,,,SE,,,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,graminoid,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,,,,,,,S,S,,,,,,
um4-5_ws_um4-5,Upper Montane,Upper Montane,um4-5,um4-5,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,mustard,Draba spectabilis,1,1,,,,,,,,,,,,,,,,,,,,,,F,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Lathyrus lanszwertii,Lathyrus lanszwertii,1,7,,S,S,,,,S,,,,,,S,,,,,S,S,S,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Ceratochloa carinata,Bromus carinatus,1,1,,,,,,,,,,,,,,,,,,,,,,,F,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,4,11,,S,,,,,F,,SE,S,,,S,S,,,,S,S,S,,S,S,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,graminoid,Poa pratensis,Poa pratensis,30,25,,SD,S,S,S,S,F,S,S,S,S,S,S,S,F,S,S,F,S,F,F,S,S,S,S,F
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Achillea millefolium,Achillea millefolium,5,19,,S,S,S,S,,S,S,S,,S,S,S,S,S,S,F,,S,S,,SD,S,S,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Valeriana capitata,Viola nuttallii,4,4,Turfmapper species edit,,,,,,,,,,,,,S,,S,,,,,S,S,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Taraxacum officinale,Taraxacum officinale,4,5,,,,S,,,,S,,,S,,,,,,,,,,,S,S,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Castilleja sulphurea,Castilleja sulphurea,1,1,,,,,,,,,,,,,,,S,,,,,,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Mertensia fusiformis,Mertensia fusiformis,1,2,,F,,S,,,,,,,,,,,,,,,,,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,shrub,Artemisia tridentata,Artemisia tridentata,1,3,,,,,,S,,,,,S,,,,,S,,,,,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,mint forb,Agoseris aurantiaca,1,4,,,,,,,,,,,,,,S,,,,S,,,S,,,S,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,Hymenoxys hoopesii,Hymenoxys hoopesii,1,1,,,,,,,,,,,,,,,,,S,,,,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,graminoid,long awn grass,Stipa nelsonii,1,2,,,,,,,,,,,,,,,S,,,,,S,,,,,,
um5-1_ws_um5-1,Upper Montane,Upper Montane,um5-1,um5-1,within site transplant,within site transplant Upper Montane,Low Control,2018,20180627,forb,unknown seedling,unknown seedling,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,SE
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Lathyrus lanszwertii,Lathyrus lanszwertii,8,16,,FD,,S,S,S,,S,,,S,FD,S,S,,S,,,S,S,S,S,,SD,S,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,8,18,,S,S,S,F,,,S,SD,FD,F,S,S,S,S,S,,,S,,S,S,,S,,S
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,Poa pratensis,Poa pratensis,10,20,,S,S,F,S,S,S,S,S,S,,S,S,S,S,S,,,S,S,S,,,S,F,SD
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,long awn grass,Stipa nelsonii,1,2,,,,,S,F,,,,,,,,,,,,,,,,,,,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Achillea millefolium,Achillea millefolium,1,10,,,,,,,,,,,S,S,S,,,S,S,S,S,,,S,S,F,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Taraxacum officinale,Taraxacum officinale,1,6,,S,S,,,,,S,,,,,,,,S,,,,S,,,,,S,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Collomia linearis,Collomia linearis,12,19,,,S,S,S,F,F,,S,,S,SD,,,SD,S,S,S,FD,SD,SD,,S,S,S,S
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Hymenoxys hoopesii,Hymenoxys hoopesii,4,7,,S,,,,SD,S,,,,,S,,,,,S,S,,,,,,S,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,Carex 1,Carex sp.,1,6,,,,F,S,,,,,S,,,,,,,,,,,,S,,,F,S
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,Valeriana capitata,Viola nuttallii,6,15,Turfmapper species edit,S,,SD,S,,S,SD,S,S,S,S,,,,SD,,,,S,S,S,S,S,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,mint forb,Agoseris aurantiaca,1,1,,,,,,,,,S,,,,,,,,,,,,,,,,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,forb,mustard,Draba spectabilis,1,2,,,,,,,,,,F,,,,F,,,,,,,,,,,,
um5-2_nu_um5-2,Upper Montane,Upper Montane,um5-2,um5-2,netted untouched,netted untouched Upper Montane,Low Control,2018,20180627,graminoid,Festuca,Festuca thurberi,9,4,,,,,,,,,,,,S,,,,,SD,,,,,SD,S,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,5,8,,,FD,,,,,,,F,,S,,S,S,,S,,,,,,,S,S,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Ceratochloa carinata,Bromus carinatus,1,5,,,,,,,,,,,,,,,F,F,S,,S,F,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,graminoid,Poa pratensis,Poa pratensis,20,21,,S,S,F,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S,,S,FD,S,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,graminoid,long awn grass,Stipa nelsonii,8,7,,F,,,,F,,,,,,,,,,S,,,,S,SD,,,,S,S
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Achillea millefolium,Achillea millefolium,1,7,,,,,S,F,,,,S,S,,,,,,,,F,,,,S,S,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,VIola sp.,Viola nuttallii,1,1,,,,,,,,,,,,,,,,S,,,,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Valeriana capitata,Valeriana occidentalis,30,20,,FD,S,SD,S,FD,SD,SD,FD,FD,F,FD,FD,,SD,SD,,,S,FD,S,,,S,S,SD
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Hymenoxys hoopesii,Hymenoxys hoopesii,5,2,,,,,,,,,,,SD,,,,,S,,,,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Vicia americana,Vicia americana,1,1,,,,,,,,S,,,,,,,,,,,,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,graminoid,Carex 1,Carex sp.,4,13,,,F,S,,F,,F,F,,F,F,F,S,S,,F,F,S,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,white mustard,Noccaea fendleri,1,1,,,,,,,F,,,,,,,,,,,,,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,mint forb,Agoseris aurantiaca,1,4,,,,,,,,,,,,,S,,,,S,S,S,,,,,,,
um5-3_u_um5-3,Upper Montane,Upper Montane,um5-3,um5-3,untouched,untouched Upper Montane,Low Control,2018,20180627,forb,Taraxacum officinale,Taraxacum officinale,1,1,,,,,,,,,,,,,,,,,,,,,,S,,,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Senecio crassulus,Senecio crassulus,2,11,,S,,S,,,S,F,S,,,,S,,,F,,,S,,SE,S,S,,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,7,11,,F,SD,SD,S,,,FD,F,S,,,,,,SE,,F,,,,,,,S,S
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,graminoid,green grass indistinct,Festuca rubra,20,24,,S,S,S,S,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,SD,S,S,SD,S
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Ceratochloa carinata,Bromus carinatus,1,7,,,,S,,S,,S,,,S,,S,,,,,,,SD,,,,S,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Ligustacum porteri,Ligusticum porteri,8,9,,,,,,,,,,,,,S,S,S,,S,S,S,S,,,,SD,S,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Frageria virginiana,Fragaria virginiana,6,18,,S,S,,,,S,S,S,,S,S,S,S,,S,S,S,S,S,S,,S,S,,S
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Heliomeris multiflora,Heliomeris multiflora,2,7,,,,,S,S,,,S,S,,,S,S,,S,,,,,,,,,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Unknown 2 mint forb,Agoseris glauca,1,1,,,,,,,,,S,,,,,,,,,,,,,,,,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Vicia americana,Vicia americana,1,4,,,S,,,,S,,,,,,,,,,,,,,S,,,,S,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Helianthella quinquenervis,Helianthella quinquenervis,1,5,,S,,S,,,,,,,S,SE,,,SE,,,,,,,,,,,
um5-4_w1_pf5-3,Pfeiler,Upper Montane,um5-4,pf5-3,warmed one step,warmed one step Pfeiler,Mid W1,2018,20180627,forb,Achillea millefolium,Achillea millefolium,1,3,,,,,,,,,,,,,,,,,,S,S,,,,S,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Ligustacum porteri,Ligusticum porteri,10,10,,,,,,,,,,,,,F,,,S,S,S,SD,S,S,,S,SD,S,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Senecio crassulus,Senecio crassulus,1,3,,S,,,,,,S,S,,,,,,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Hymenoxys hoopesii,Hymenoxys hoopesii,1,2,,,,,,,,,,,,,,,,,,,,,,S,S,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,White mustard,Noccaea fendleri,1,3,,S,,,,,,F,,,,,F,,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Valeriana edulis,Valeriana edulis,4,4,,,,,,,S,S,,,,S,SD,,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Ranunculus sp.,Ranunculus inamoenus,1,2,,,,,,,,,,,,,,,F,,,,,,,,,F,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,graminoid,Mint grass,Poa reflexa,15,16,,S,S,S,S,S,,S,S,S,S,,,,S,S,S,,,S,S,S,,,,S
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Potentilla gracilis,Potentilla pulcherrima,1,3,,,,,,,,,,,,S,S,S,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Helianthella quinquenervis,Helianthella quinquenervis,3,5,,,,,,SE,,S,S,,,S,,,,,S,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Castilleja sulphurea,Castilleja sulphurea,1,1,,,,,,,,,,,,,,,,,,,,,,,,F,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Aquilegia caerulea,Aquilegia caerulea,3,2,,,,,,,,,,,,,,,,,,,,,,SD,S,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Unknown 2 mint forb,Agoseris glauca,1,4,,S,,,,,,,,,S,,,,S,,,,S,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,salty unknown,Atriplex argentea,1,1,,,,,SE,,,,,,,,,,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,forb,Erigeron sp.,Erigeron sp.,1,2,,,,,,,,S,S,,,,,,,,,,,,,,,,,
um5-5_w2_mo5-2,Monument,Upper Montane,um5-5,mo5-2,warmed two steps,warmed two steps Monument,High W2,2018,20180627,graminoid,Poa pratensis,Poa pratensis,1,1,,,,,,,,,,,,,,,,,,,,,,S,,,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,graminoid,Bromelica spectabilis,Melica spectabilis,1,2,,,,,,,F,F,,,,,,,,,,,,,,,,,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Ceratochloa carinata,Bromus carinatus,6,11,,,,,,S,,,,,,S,,,,S,,S,S,S,,S,S,S,S,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,graminoid,green grass indistinct,Festuca rubra,12,24,,S,S,S,S,F,,S,S,S,F,S,S,S,S,S,S,S,S,S,FD,S,S,S,S,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Heliomeris multiflora,Heliomeris multiflora,12,16,,,S,S,S,SE,FD,,SE,,SD,S,,,SE,SE,,SE,SE,,,,SE,SE,S,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Lathyrus lanszwertii,Lathyrus lanszwertii,6,9,,,,,SD,,,,,,S,S,S,S,,S,,,SD,,S,,,,,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Mertensia fusiformis,Mertensia fusiformis,1,3,,,,,,F,,,,,,,,,,,,,,,,,S,,,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Potentilla gracilis,Potentilla pulcherrima,20,25,,FD,SD,SE,F,F,F,FD,SE,SE,F,S,S,S,SE,SD,S,S,S,FD,S,FD,S,F,F,S
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Senecio crassulus,Senecio crassulus,7,7,,,,,S,FD,,S,S,,,,S,FD,,,,,,,,,,,,FD
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Viola sp.,Viola nuttallii,6,9,,,,,,,,,,,,,S,S,S,F,S,F,,S,,,,S,F,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,unknown seedling,unknown seedling,1,1,,SE,,,,,,,,,,,,,,,,,,,,,,,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,graminoid,mint grass,Poa reflexa,4,8,,S,,,,,S,S,S,S,,,,S,S,,,,S,,,,,,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,mint forb,Agoseris glauca,1,2,,,,,,,,,,,S,,,,,,,,,,S,,,,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Androcase septentrionalis,Androsace septentrionalis,1,1,,,,,,,,,,,,,,,,,,,,,,,,F,,
pf1-1_nu_pf1-1,Pfeiler,Pfeiler,pf1-1,pf1-1,netted untouched,netted untouched Pfeiler,Mid Control,2018,20180710,forb,Ligustacum porteri,Ligusticum porteri,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,SE
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Castilleja sulphurea,Castilleja sulphurea,5,11,,,,,F,S,,,,S,,,F,S,F,S,,F,F,S,S,,,,,
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Ceratochloa carinata,Bromus carinatus,1,6,,,,,,,,,,,S,,S,,,S,,S,,,,S,,,,S
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,graminoid,green grass indistinct,Festuca rubra,30,20,,S,FD,SD,S,S,,S,SD,S,S,,,S,S,S,,S,S,S,SD,,SD,SD,S,S
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Heliomeris multiflora,Heliomeris multiflora,11,14,,S,S,F,,S,,,,,,SD,S,,,,SE,SE,SD,,,S,S,S,S,SD
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Lathyrus lanszwertii,Lathyrus lanszwertii,3,10,,,,S,S,,,S,S,,,,,,S,S,S,,,,,,,S,S,S
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,graminoid,Mint grass,Poa reflexa,6,9,,S,S,,,,SD,S,S,,,S,S,S,,,,,,,,,,S,,
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Potentilla gracilis,Potentilla pulcherrima,6,18,,,SE,SE,S,SE,,SE,SE,S,SE,SE,S,,,SE,SD,SD,S,SE,,SD,S,,SE,
pf1-2_u_pf1-2,Pfeiler,Pfeiler,pf1-2,pf1-2,untouched,untouched Pfeiler,Mid Control,2018,20180710,forb,Senecio crassulus,Senecio crassulus,4,6,,,,S,F,,,SE,S,,,S,,SE,,,,,,,,,,,,
